,Unnamed: 0,evento,ano,qualis,match_sigla,conferencia_score,fuzz_token_sort_ratio
243,243,Workshop on Algorithms in Bioinformatics,2020.0,-,works,workshop on algorithms in bioinformatics,100
244,244,Concurso de Teses e Dissertações da SBC,,-,concur,workshop de testes e tolerancia a falhas,62
245,245,32nd International Symposium on Algorithms and Computation (ISAAC 2021),2021.0,-,er,international symposium algorithms and computation,94
246,246,15th RECOMB Comparative Genomics Satellite Conference,2017.0,-,re,agile conference,81
247,247,XII Encontro de Pesquisa em Ensino de Física,2010.0,-,sin,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,68
248,248,The Third International Society for Computational Biology Latin America X-Meeting on Bioinformatics with BSB and SoiBio (ISCB-Latin America),2014.0,-,er,international conference on computational logistics,75
249,249,"8th International Conference on Bioinformatics Models, Methods and Algorithms",2017.0,-,er,international conference on social informatics,87
250,250,Simpósio Brasileiro de Banco de Dados,2002.0,-,im,simposio brasileiro de banco de dados,100
251,251,4a Jornada Científica da Embrapa Gado de Cort,2008.0,-,or,annual conference and international lidar mapping forum,51
252,252,VII Congresso Brasileiro de Agroinformática,2009.0,-,re,congresso brasileiro de agroinformatica,100
253,253,XXXVI Conferência Latino-Americana de Informática,2010.0,-,er,conferencia latinoamericana de informatica,98
254,254,Simpósio Brasileiro de Qualidade de Software,,-,im,simposio brasileiro de qualidade de software,100
255,255,the 24th Brazilian Symposium,2018.0,-,-,brazilian symposium on bioinformatics,68
256,256,Network and Distributed System Security Symposium,2019.0,-,or,network and distributed system security symposium,100
257,257,WWW &apos;20: The Web Conference 2020,2020.0,-,www,agile conference,75
258,258,WebMedia &apos;20: Brazillian Symposium on Multimedia and the Web,,-,webmedia,brazilian symposium on multimedia and the web,98
259,259,Brazilian Workshop on Social Network Analysis and Mining,2021.0,-,works,brazilian workshop on social network analysis and mining,100
260,260,VI Jornada Científica de Economia e Administração do Centro-Oeste,2008.0,-,or,congresso internacional de ergonomia e usabilidade de interfaces humano computador,54
261,261,Congresso SIMAI,2000.0,-,re,congresso brasileiro de pesquisadores em cibercultura,80
262,262,Europar'99,1999.0,-,euro,east european conference on advances in databases and information systems,60
263,263,SPIE/IS&T Symposium on Electronic Imaging: Science and Technology,1998.0,-,spie,south symposium on microelectronics,74
264,264,Action COST 230 Final Report,1998.0,-,re,workshop on core computations on spatial information,57
265,265,"International Conference on Computational Intelligence and Multimedia Applications, ICCIMA'97",1997.0,-,er,international conference on computational science,92
266,266,"Techical Report, Università Tor Vergata",1997.0,-,ec,technological ecosystems for enhancing multiculturality,51
267,267,9as jornadas Científico Técnicas de Ingeniería,1995.0,-,or,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,59
268,268,Proceedings of the thirteenth IASTED International Conference,1995.0,-,ias,international cad conference,86
269,269,"Scientific Report, IBM Scientific Center",1991.0,-,sc,siam workshop on combinatorial scientific computing,55
270,270,"Research Workshop in Seismic Imaging and Parameter Estimation in Heterogeneous Media, Sociedade Brasileira de Geofísica - SBGF.",1990.0,-,re,iberchip workshop,76
271,271,Instituto Colombiano del Petróleo,1991.0,-,om,"international conference on probabilistic, combinatorial and asymptotic methods for the analysis of algorithms",55
272,272,III Semana Técnica Internacional de Ingeniería de Petróleos,1991.0,-,sem,international cad conference,68
273,273,PDPTA'04 - The 2004 International Conference on Parallel and Distributed Processing Techniques and Applications,2004.0,-,pdp,international conference on parallel and distributed processing techniques and applications,100
274,274,Research Workshop in Computer Science. UNAES,2004.0,-,re,iberchip workshop,76
275,275,ANDESCON 2008,2008.0,-,sc,"workshop on social, human, and economic aspects of software",62
276,276,"VIII Conferência Internacional de Aplicações Industriais - INDUSCON,",2008.0,-,er,congreso internacional de informatica educativa,66
277,277,"5 Congreso de Informática & Sistema de Sudamérica, 2006",2006.0,-,re,congresso brasileiro de informatica em saude,70
278,278,5 Congreso de Informática & Sistema de Sudamérica,2006.0,-,re,congresso brasileiro de informatica em saude,70
279,279,39th International Symposium on Multiple-Valued Logic,2009.0,-,er,ieee international symposium on multiple-valued logic,92
280,280,III Congresso Tecnológico InfoBrasil,2009.0,-,re,congresso sobre tecnologias na educacao,61
281,281,"XVI Congreso Internacional de Ingeniería Eléctrica, Electrónica y Sistemas",2009.0,-,re,congreso internacional de informatica educativa,79
282,282,IEEE-Peru intercon2010,2010.0,-,er,ieee-embs international conference on wearable and implantable body sensor networks,64
283,283,Lascas 2011,2011.0,-,lascas,symposium on theoretical aspects of computer science,55
284,284,"International Conference on Industry Applications (INDUSCON), 2012",2012.0,-,er,international conference on industry applications,100
285,285,lascas2019,2019.0,-,lascas,workshop on detection and classification of acoustic scenes and events,50
286,286,WorldCist'19,2019.0,-,or,world summit on the kowledge society,58
287,287,Proceedings of the 2nd. IEEE Workshop on Fault-Tolerant Parallel and Distributed Systems.,1997.0,-,works,international conference on parallel and distributed systems,70
288,288,PDPTA,2001.0,-,pdp,workshop de tecnologia adaptativa,80
289,289,WPOC,1998.0,-,-,"three-dimensional image processing, measurement and applications",75
290,290,SBAC-PAD,2003.0,-,sbac-pad,asia-pacific conference on intelligent robot systems,62
291,291,"V Latin American Algorithms, Graphs, and Optimization Symposium",2007.0,-,latin,"latin-american algorithms, graphs and optimization symposium",97
292,292,HPC´12 High Performance Computing Sysposium,2012.0,-,er,international conference on high performance computing & simulation,77
293,293,2013 IEEE 13th International Conference on Bioinformatics and Bioengineering (BIBE),2013.0,-,er,ieee international conference on bioinformatics and bioengineering,94
294,294,2015 IEEE 15th International Conference on Bioinformatics and Bioengineering (BIBE),2015.0,-,er,ieee international conference on bioinformatics and bioengineering,94
295,295,2017 IEEE 17th International Conference on Bioinformatics and Bioengineering (BIBE),2017.0,-,er,ieee international conference on bioinformatics and bioengineering,94
296,296,"2018 26th Euromicro International Conference on Parallel, Distributed and Networkbased Processing (PDP)",2018.0,-,euro,"euromicro international conference on parallel, distributed and network-based processing",99
297,297,2018 International Conference on Computer Science and its Applications - ICCSA 2018,2018.0,-,er,international conference on computer design,93
298,298,2019 IEEE 19th International Conference on Bioinformatics and Bioengineering (BIBE),2019.0,-,er,ieee international conference on bioinformatics and bioengineering,94
299,299,2021 International Conference on Computational Science and Its Applications,2021.0,-,er,international conference on computational science,100
300,300,International Conference on Parallel and Distributed Processing Techniques and Applications (PDPTA),2015.0,-,er,international conference on parallel and distributed processing techniques and applications,100
301,301,2015 IEEE 15th International Conference on Bioinformatics and Bioengineering (BIBE),,-,er,ieee international conference on bioinformatics and bioengineering,94
302,302,16th Workshop on Algorithms in Bioinformatics (WABI 2016),2016.0,-,works,workshop on algorithms in bioinformatics,100
303,303,15th RECOMB Comparative Genomics Satellite Conference (RECOMB-CG 2017),2017.0,-,re,agile conference,81
304,304,20th International Workshop on Algorithms in Bioinformatics (WABI 2020),2020.0,-,er,workshop on algorithms in bioinformatics,100
305,305,Concurso de Teses e Dissertações da SBC,2020.0,-,concur,workshop de testes e tolerancia a falhas,62
306,306,Proc. 2004 International Conference on Parallel and Distributed Processing Techniques and Applications,2004.0,-,er,international conference on parallel and distributed processing techniques and applications,100
307,307,VI Workshop em Sistemas Computacionais de Alto Desempenho (WSCAD),2005.0,-,works,simposio em sistemas computacionais de alto desempenho,91
308,308,V Congresso Brasileiro de Agroinformática,2005.0,-,re,congresso brasileiro de agroinformatica,100
309,309,WCCA 2006 - World Congress on Computers in Agriculture,2006.0,-,cc,world congress on biosensors,79
310,310,"SIMCRA 2006 - Simpósio de Construções Rurais e Ambientes Protegidos, 2006",2006.0,-,im,simposio de instrumentacao e imagens medicas,61
311,311,III Comgresso de Computação do Sul de Mato Grosso,2007.0,-,om,seminario de computacao e mercado,64
312,312,IEEE Sensors Applications Sympsium,2008.0,-,sensors,ieee sensors,100
313,313,Congresso Brasileiro de Automática (CBA),2008.0,-,re,congresso brasileiro de automatica,100
314,314,Wokshop de Tecnologia Adaptatia,2009.0,-,ec,workshop de tecnologia adaptativa,97
315,315,XI Encontro de Iniciação Científic da UCDB,2006.0,-,cie,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,57
316,316,7º Simpósio Brasileiro de Agroinformática,2009.0,-,im,congresso brasileiro de agroinformatica,85
317,317,XI Encontro de Iniciação Científica da UCDB,2007.0,-,cie,encontro nacional de inteligencia artificial e computacional,58
318,318,XIII Encontro de Iniciação Científica da UCDB,2009.0,-,cie,encontro nacional de inteligencia artificial e computacional,56
319,319,Workshop de Tecnologia Adaptatiava (2010),2010.0,-,works,workshop de tecnologia adaptativa,97
320,320,Sensors Applications Symposium,2010.0,-,sensors,ieee sensors applications symposium,100
321,321,XIII Encontro de Iniciação Científica,2009.0,-,cie,encontro nacional de inteligencia artificial e computacional,59
322,322,1o. Simpo&#769;sio Brasileiro de Pecua&#769;ria de Precisa&#771;o Aplicada a&#768; Bovinocultura de Corte,2014.0,-,im,simposio brasileiro de robotica,74
323,323,1o. Simpósio Brasileiro de Pecuária de Precisão Aplicada à Bovinocultura de Corte,2014.0,-,im,simposio brasileiro de robotica,84
324,324,X Congresso Brasileiro de Agroinfomática,2015.0,-,re,congresso brasileiro de agroinformatica,99
325,325,XII Encontro de Iniciação Científic da UCDB,2008.0,-,cie,encontro nacional de inteligencia artificial e computacional,58
326,326,VII Encontro de Iniciação Científica,1999.0,-,cie,encontro nacional de inteligencia artificial e computacional,61
327,327,VI Encontro de Iniciação Científica,1998.0,-,cie,encontro nacional de inteligencia artificial e computacional,60
328,328,"14th Annual International Computing and Combinatorics Conference, COCOON 2008",2008.0,-,er,international computing and combinatorics conference,100
329,329,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,2009.0,-,works,cologne-twente workshop on graphs and combinatorial optimization,100
330,330,"LAGOS'11 ? VI Latin-American Algorithms, Graphs and Optimization Symposium",2011.0,-,lagos,"latin-american algorithms, graphs and optimization symposium",100
331,331,"LAGOS'09 ? V Latin-American Algorithms, Graphs and Optimization Symposium",,-,lagos,"latin-american algorithms, graphs and optimization symposium",100
332,332,XLIII Simpósio Brasileiro de Pesquisa Operacional (SBPO),2011.0,-,im,simposio brasileiro de pesquisa operacional,100
333,333,Simpósio Brasileiro de Pesquisa Operacional,2012.0,-,im,simposio brasileiro de pesquisa operacional,100
334,334,Alice Brasil,2012.0,-,-,congresso de engenharia de audio da audio engineering society brasil.,75
335,335,ALIO/EURO - Workshop on Applied Combinatorial Optimization,2014.0,-,alio/euro,workshop on applied combinatorial optimization,100
336,336,XLVII Simpósio Brasileiro de Pesquisa Operacional,2015.0,-,im,simposio brasileiro de pesquisa operacional,100
337,337,Congresso Nacional de Matemática Aplicada e Computacional,2018.0,-,re,congresso nacional de matematica aplicada e computacional,100
338,338,XIX Latin-Iberoamerican Conference on Operations Research - CLAIO,2018.0,-,latin,european conference on operational research,86
339,339,Encontro de Teoria da Computação (ETC 2020),2020.0,-,or,workshop de visao computacional,61
340,340,2013 International Symposium on Rapid System Prototyping (RSP),,-,er,ieee international symposium on rapid system prototyping,93
341,341,Workshop de Sistemas Computacionais de Alto Desempenho - Simpósio em Sistemas Computacionais,2013.0,-,works,simposio em sistemas computacionais de alto desempenho,89
342,342,28th IEEE International System-on-Chip Conference,2015.0,-,er,ieee international system-on-chip conference,100
343,343,the 32nd Symposium,2019.0,-,-,ieee annual symposium on foundations of computer science,72
344,344,2020 33rd Symposium on Integrated Circuits and Systems Design (SBCCI),2020.0,-,its,symposium on integrated circuits and systems design,100
345,345,2012 13th Symposium on Computer Systems XIII Simp sio de Sistemas Computacionais (WSCADSSC),,-,om,simposio de mecanica computacional,76
346,346,Parallel and Distributed Techniques and Applications Conference,2001.0,-,dis,international conference on parallel and distributed processing techniques and applications,83
347,347,Workshop de Teses e Dissertações Defendidas,2001.0,-,works,workshop de gerencia e operacao de redes e servicos,65
348,348,I WPerformance,2002.0,-,wperformance,latin american high performance computing conference,86
349,349,IV Workshop de Sistemas Distribuidos y Paralelismo,2002.0,-,iv,workshop de software livre,69
350,350,XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo,2003.0,-,im,simposio internacional de informatica educatica,79
351,351,V Workshop de Sistemas Computacionais de Alto Desempenho (WSCAD),2004.0,-,works,simposio em sistemas computacionais de alto desempenho,89
352,352,International Workshop on Reconfigurable Architectures,2006.0,-,er,international i*workshop,92
353,353,17th IEEE International Conference on Application-specific Systems Architectures and Processors,2006.0,-,er,"ieee international conference on application-specific systems, architectures and processors",99
354,354,XXXIX Simpósio Brasileiro de Pesquisa Operacional,2007.0,-,im,simposio brasileiro de pesquisa operacional,100
355,355,II Workshop de Educação em Arquiteturas de Computadores,2007.0,-,works,workshop sobre educacao em computacao,70
356,356,Brazilian Symposium on Programming Languages,2008.0,-,am,brazilian symposium on programming languages,100
357,357,Simpósio Brasileiro de Pesquisa Operacional,2008.0,-,im,simposio brasileiro de pesquisa operacional,100
358,358,IX Simpósio em Sistemas Computacionais WSCAD-SSC,2008.0,-,im,simposio em sistemas computacionais de alto desempenho,81
359,359,39th International Symposium on Multiple Valued Logic,2009.0,-,er,ieee international symposium on multiple-valued logic,91
360,360,XIII Simpósio Brasileiro de Linguagens de Programação,2009.0,-,im,simposio brasileiro de robotica,81
361,361,ALIO-INFORMS Joint International Meeting,2010.0,-,or,international cad conference,69
362,362,XLII Simpósio Brasileiro de Pesquisa Operacional,2010.0,-,im,simposio brasileiro de pesquisa operacional,100
363,363,WSCAD-WIC,2010.0,-,wsc,ow - international conference on ad-hoc networks and wireless,56
364,364,2011 IEEE Second Latin American Symposium on Circuits and Systems (LASCAS),,-,sec,ieee latin american symposium on circuits and systems,92
365,365,2012 13th Symposium on Computer Systems  XIII Simp sio de Sistemas Computacionais (WSCADSSC),,-,om,simposio de mecanica computacional,76
366,366,XLIV SBPO/XVI CLAIO,2012.0,-,iv,annual symposium on computer-human interaction in play,47
367,367,10th IEEE/IAS International Conference on Industry Applications,2012.0,-,ias,international conference on industry applications,100
368,368,16th BRAZILIAN SYMPOSIUM ON PROGRAMMING LANGUAGES,2012.0,-,am,brazilian symposium on programming languages,100
369,369,XXXIII Congresso da Sociedade Brasileira de Computação - Concurso de Trabalhos de Iniciação Científica,2013.0,-,re,simposio brasileiro de computacao musical,71
370,370,2014 IEEE Frontiers in Education Conference Proceedings (FIE),2014.0,-,er,ieee frontiers in education conference,100
371,371,Frontiers in Education Conference,2014.0,-,er,ieee frontiers in education conference,100
372,372,XV Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2014),2014.0,-,im,simposio em sistemas computacionais de alto desempenho,100
373,373,2015 28th IEEE International SystemonChip Conference (SOCC),,-,er,ieee international system-on-chip conference,95
374,374,Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD),2015.0,-,im,simposio em sistemas computacionais de alto desempenho,100
375,375,28th International Symposium on Computer Architecture and High Performance Computing,2016.0,-,er,international symposium on computer architecture,100
376,376,7th Workshop on Applications for Multi-Core Architectures,2016.0,-,works,workshop on applications for multi-core architectures,100
377,377,SIMPÓSIO BRASILEIRO DE PECUÁRIA DE PRECISÃO APLICADA À BOVINOCUTURA DE CORTE,2014.0,-,im,simposio brasileiro de robotica,84
378,378,Workshop de Computação Heterogênea,2018.0,-,works,workshop de computacao em clouds e aplicacoes,76
379,379,2019 31st International Symposium on Computer Architecture and High Performance Computing (SBACPAD),2019.0,-,er,international symposium on computer architecture,100
380,380,Simpósio em Sistemas Computacionais de Alto Desempenho,2019.0,-,im,simposio em sistemas computacionais de alto desempenho,100
381,381,XXI Simpósio em Sistemas Computacionais de Alto Desempenho,,-,im,simposio em sistemas computacionais de alto desempenho,100
382,382,Simpósio em Sistemas Computacionais de Alto Desempenho,2020.0,-,im,simposio em sistemas computacionais de alto desempenho,100
383,383,Seminário Integrado de Software e Hardware,2021.0,-,sem,seminario integrado de software e hardware,100
384,384,"2015 IEEE 26th International Conference on Applicationspecific Systems, Architectures and Processors (ASAP)",,-,er,"ieee international conference on application-specific systems, architectures and processors",95
385,385,the 8th Latin American Conference,,-,latin,ci - latin american conference on computational intelligence,82
386,386,IV Latin American Workshop on Aspect-Oriented Software Development,2010.0,-,iv,international workshop on feature-oriented software development,82
387,387,Workshop de Teses e Dissertações em Engenharia de Software WTES,2010.0,-,works,workshop de engenharia de software baseada em busca,67
388,388,2nd International Workshop on Variability & Composition (VariComp),2011.0,-,er,international i*workshop,92
389,389,2011 25th Brazilian Symposium on Software Engineering (SBES),,-,re,brazilian symposium on software engineering,100
390,390,the 19th ACM SIGSOFT symposium and the 13th European conference,,-,euro,agile conference,75
391,391,2012 26th Brazilian Symposium on Software Engineering (SBES),,-,re,brazilian symposium on software engineering,100
392,392,2013 4th International Workshop on Emerging Trends in Software Metrics (WETSoM),,-,er,international workshop on emerging trends in software metrics,100
393,393,7th Latin American Workshop on Aspect-Oriented Software Development: Advanced Modularization Techniques,2013.0,-,latin,latin american test workshop,82
394,394,Companion the 36th International Conference,,-,om,international cad conference,86
395,395,Dagstuhl Seminar 14281 - Feature Interactions: The Next Generation,2014.0,-,sem,international test conference,66
396,396,2015 IEEE Frontiers in Education Conference (FIE),,-,er,ieee frontiers in education conference,100
397,397,the 15th International Conference,,-,er,international cad conference,92
398,398,the 38th International Conference,,-,er,international cad conference,92
399,399,the 31st Brazilian Symposium,2017.0,-,-,brazilian symposium on bioinformatics,68
400,400,"6th Workshop on Software Visualization, Evolution and Maintenance (VEM)",2018.0,-,works,"workshop on software visualization, evolution and maintenance",100
401,401,the 13th International Workshop,2019.0,-,er,international i*workshop,96
402,402,2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),2019.0,-,er,acm/ieee international symposium on empirical software engineering and measurement,100
403,403,13th International Workshop on Cooperative and Human Aspects of Software Engineering (CHASE),2020.0,-,er,international workshop on cooperative and human aspects of software engineering,100
404,404,34th Brazilian Symposium on Software Engineering (SBES-IIER),2020.0,-,re,brazilian symposium on software engineering,100
405,405,"Workshop on Software Visualization, Evolution and Maintenance (VEM)",2020.0,-,works,"workshop on software visualization, evolution and maintenance",100
406,406,22nd International Conference on Computers in Education (ICCE),2014.0,-,er,international conference on computers in education,100
407,407,XIV Simpósio em Sistemas Computacionais - Concurso de Teses e Dissertações (WSCAD-SSC / CTD),2013.0,-,iv,simposio em sistemas computacionais de alto desempenho,80
408,408,7th Workshop on Applications for Multi Core Architectures,2016.0,-,works,workshop on applications for multi-core architectures,98
409,409,WSCAD-WIC 2016 (Workshop de Iniciação Científica),2016.0,-,wsc,workshop iberchip,71
410,410,2013 International Conference on Parallel and Distributed Systems (ICPADS),,-,er,international conference on parallel and distributed systems,100
411,411,Simposio de Educación Matemática,2007.0,-,im,simposio de mecanica computacional,66
412,412,VI CIBEM - Congreso Iberoamericano de Educación Matemática,2009.0,-,re,congresso brasileiro de automatica,65
413,413,2013 IEEE 13th International Conference on Bioinformatics and Bioengineering (BIBE),,-,er,ieee international conference on bioinformatics and bioengineering,94
414,414,9th International Conference of the Brazilian Association for Bioinformatics and Computational Biology (X-meeting 2013),2013.0,-,er,international cad conference,86
415,415,XI Simpósio Brasileiro de Bioinformática,,-,im,simposio brasileiro de informatica na educacao,85
416,416,19th International Conference on Bioinformatics and Bioengineering,2019.0,-,er,ieee international conference on bioinformatics and bioengineering,94
417,417,19th International Conference on Bioinformatics and Bioengineering (BIBE),2019.0,-,er,ieee international conference on bioinformatics and bioengineering,94
418,418,36ª Reunião Anual da SBPC,1984.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,52
419,419,Computational Science and Its Applications -- ICCSA 2015,2021.0,-,om,international conference on computational science and its applications,86
420,420,The 32nd International Symposium on Algorithms and Computation (ISAAC 2021),2021.0,-,er,international symposium algorithms and computation,94
421,421,Congresso Íbero Latino Americano sobre Métodos Computacionais para Engenharia,1997.0,-,re,interaction latin america,72
422,422,Jornadas Sudamericanas de Ingeniería Estructural,1995.0,-,or,workshop latinoamericano de ingenieria de software experimental,65
423,423,Congresso Íbero Latino Americano sobre Métodos Computacionais em Engenharia,1994.0,-,re,interaction latin america,72
424,424,XXIX Jornadas Sudamericanas de Ingeniería Eestructural,2000.0,-,or,simposio latinoamericano de ingenieria de software,62
425,425,Second International Conference on Engineering Computational Technology,2000.0,-,sec,international conference on web engineering,91
426,426,The Third International Conference on Engineering Computational Technology,2002.0,-,er,international conference on web engineering,91
427,427,The Seventh International Conference on Computational StructuresTechnology,2004.0,-,er,international conference on computational science,90
428,428,IV Congresso Brasileiro de Computação,2004.0,-,iv,congresso brasileiro de automatica,85
429,429,VII Escola de Informática Norte,2005.0,-,sc,workshop-escola de informatica teorica,77
430,430,V Brazilian Symposium on Computer Games and Digital Entertainment,2006.0,-,om,brazilian symposium on formal methods,78
431,431,"Computer Graphics, Imaging and Visualisation (CGIV 2007)",2007.0,-,om,ieee visualization,72
432,432,VI Brazilian Symposium on Computer Games and Digital Entertainment,2007.0,-,om,brazilian symposium on formal methods,78
433,433,VII Brazilian Symposium on Games and Digital Entertainment,2008.0,-,am,digital heritage,75
434,434,the 2008 ACM SIGGRAPH symposium,2008.0,-,siggraph,international acm sigsoft symposium on component-based software engineering,61
435,435,VIII Simpósio Brasileiro de Jogos e Entretenimento Digital,2009.0,-,im,simposio brasileiro de jogos e entretenimento digital,100
436,436,the 2010 ACM SIGGRAPH symposium,2010.0,-,siggraph,international acm sigsoft symposium on component-based software engineering,61
437,437,2010 Brazilian Symposium on Games and Digital Entertainment (SBGAMES),2010.0,-,am,digital heritage,75
438,438,25th ACM/IEEE/SCS Workshop on Principles of Advanced and Distributed Simulation (PADS 2011),2011.0,-,sc,acm sigsim conference on principles of advanced discrete simulation,73
439,439,X Brazilian Symposium on Computer Games and Digital Entertainment,2011.0,-,om,brazilian symposium on formal methods,78
440,440,"XXV SIBGRAPI Conference on Graphics, Patterns and Images",2012.0,-,sibgrapi,"conference on graphics, patterns and images",100
441,441,XI Brazilian Symposium on Computer Games and Digital Entertainment,2012.0,-,om,brazilian symposium on formal methods,78
442,442,"2013 XXVI SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",2013.0,-,sibgrapi,"conference on graphics, patterns and images",100
443,443,SIBGRAPI 2013,2013.0,-,sibgrapi,acm siggraph conference on motion in games,54
444,444,"2014 27th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",2014.0,-,sibgrapi,"conference on graphics, patterns and images",100
445,445,2014 Brazilian Symposium on Computer Games and Digital Entertainment (SBGAMES),2014.0,-,om,brazilian symposium on formal methods,78
446,446,"2015 28th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",2015.0,-,sibgrapi,"conference on graphics, patterns and images",100
447,447,"2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",2016.0,-,sibgrapi,"conference on graphics, patterns and images",100
448,448,2017 Brazilian Conference on Intelligent Systems (BRACIS),2017.0,-,er,brazilian conference on intelligent system,100
449,449,"2017 30th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",2017.0,-,sibgrapi,"conference on graphics, patterns and images",100
450,450,the Symposium,2017.0,-,-,south symposium on microelectronics,92
451,451,Jornadas Sul-Americanas de Engenharia Estrutural,1997.0,-,or,workshop latinoamericano de ingenieria de software experimental,60
452,452,3º Congresso Nacional de Iniciação Científica (CONIC) e 1º Congresso Internacional de Iniciação Científica (COINT),2003.0,-,re,congreso internacional de informatica educativa,77
453,453,XI Simpósio Brasileiro de Sistemas Multimídia e Web - Qualis B Nacional,2005.0,-,im,simposio brasileiro de sistemas eletricos,85
454,454,SUCESU 2004 - Congresso Nacional de Tecnologia da Informação e Comunicação,2004.0,-,re,congresso internacional de design da informacao,81
455,455,II Workshop Tidia FAPESP,2005.0,-,works,workshop iberchip,65
456,456,JINC - XI Jornada Nacional de Iniciação Científica,2004.0,-,or,encontro nacional de inteligencia artificial e computacional,60
457,457,International Conference on Forensic Computer Science,2011.0,-,er,international cad conference,86
458,458,XXV Simpósio Brasileiro de Engenharia de Software - Trilha Especial,2011.0,-,im,simposio brasileiro de qualidade de software,84
459,459,6th European Academy of Forensic Science Conference,2012.0,-,euro,agile conference,81
460,460,International Conference on Software Engineering Research and Practice,2015.0,-,er,international conference on software engineering,100
461,461,9ª Jornada Científica Embrapa Gado de Corte,2013.0,-,or,congresso nacional de matematica aplicada e computacional,51
462,462,2016 42th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),,-,euro,euromicro conference on software engineering and advanced applications,100
463,463,Proccedings of the 10th European Conference,,-,cc,agile conference,75
464,464,2016 12th European Dependable Computing Conference (EDCC),2016.0,-,euro,european dependable computing conference,100
465,465,IV Oficina Nacional de Problemas de Corte e Empacotamento,2000.0,-,iv,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,58
466,466,Brazilian Summer School on Combinatorics and Algorithms (GRACO),2001.0,-,sum,international workshop on combinatorial algorithms,70
467,467,XXII Congresso da SBC (Jornada Acadêmica de Atualização em Informática),2002.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,62
468,468,International Conference on Bioinformatics and Computational Biology,2003.0,-,er,acm international conference on bioinformatics and computational biology and health informatics,100
469,469,XXV Congresso da SBC (IV Brazilian Simposium on Bioinformatics),2005.0,-,re,brazilian symposium on bioinformatics,97
470,470,2nd International Conference on Bioinformatics and Computational Biology,2004.0,-,er,acm international conference on bioinformatics and computational biology and health informatics,96
471,471,XXVI Congresso da SBC (Workshop de Biologia Computacional),2006.0,-,re,workshop de visao computacional,81
472,472,VI Brazilian Symposium on Bioinformatics,2007.0,-,or,brazilian symposium on bioinformatics,100
473,473,"IV Latin American Algorithms, Graphs, and Optimization Symposium",2008.0,-,iv,"latin-american algorithms, graphs and optimization symposium",97
474,474,Brazilian Symposium on Bioinformatics,2007.0,-,or,brazilian symposium on bioinformatics,100
475,475,6th Brazilian Symposium on Bioinformatics (BSB),2011.0,-,or,brazilian symposium on bioinformatics,100
476,476,6th Brazilian Symposium on Bioinformatics (BSB - 2011),2011.0,-,or,brazilian symposium on bioinformatics,100
477,477,7ht Brazilian Symposium on Bioinformatics,2012.0,-,ht,brazilian symposium on bioinformatics,100
478,478,VII Brazilian Symposium on Bioinformatics,2012.0,-,or,brazilian symposium on bioinformatics,100
479,479,21st International Symposium on String Processing and Information Retrieval (SPIRE'14),2014.0,-,er,international symposium on string processing and information retrieval,100
480,480,11th Brazilian Symposium on Bioinformatics,2018.0,-,or,brazilian symposium on bioinformatics,100
481,481,International Conference on Computational Science,2019.0,-,er,international conference on computational science and computational intelligence,100
482,482,VI Encontro de Iniciação Científica,1997.0,-,cie,encontro nacional de inteligencia artificial e computacional,60
483,483,IV Mostra de Iniciação Científica da Universidade de Passo Fundo,1994.0,-,iv,simposio de mecanica computacional,53
484,484,IV Fórum Nacional de Ciência e Tecnologia em Saúde,1998.0,-,iv,international conference on application of information and communication technologies,58
485,485,Chicago 2000 - World Congress of Medical Physics and Biomedical Engineering,2000.0,-,chi,world congress on medical and health informatics,71
486,486,XVII Congresso Brasileiro de Engenharia Biomédica,2000.0,-,re,congresso brasileiro de engenharia biomedica,100
487,487,II Congresso Latinoamericano de Ingeniería Biomédica,2001.0,-,re,simposio latinoamericano de ingenieria de software,74
488,488,XVIII Congresso Brasileiro de Engenharia Biomédica,2002.0,-,re,congresso brasileiro de engenharia biomedica,100
489,489,III Mostra de Iniciação Científica da Universidade de Passo Fundo,1993.0,-,cie,simposio teoria y aplicaciones de mineria de datos,54
490,490,XII Congreso Argentino de Bioingeniería,2001.0,-,re,congresso brasileiro de engenharia biomedica,62
491,491,VII SEMETRO - Seminário Internacional de Metrologia Elétrica,2007.0,-,sem,simposio internacional de informatica educatica,69
492,492,I Congresso de Computação da Grande Dourados - CCGD,2008.0,-,re,seminario de computacao e mercado,67
