,Unnamed: 0,evento,ano,qualis,match_sigla,conferencia_score,fuzz_token_sort_ratio
493,493,II ENCONTRO de INICIAÇÃO CIENTÍFICA UFGD/UEMS e I ENCONTRO DE PÓS-GRADUAÇÃO,2008.0,-,cie,congresso da associacao nacional de pesquisa e pos-graduacao em musica,59
494,494,XXI Congresso Brasileiro de Engenharia Biomédica,2008.0,-,re,congresso brasileiro de engenharia biomedica,100
495,495,XI Congresso Brasileiro de Informática em Saúde,2008.0,-,re,congresso brasileiro de informatica em saude,100
496,496,XXVII SIMPÓSIO BRASILEIRO DE TELECOMUNICAÇÕES,2009.0,-,im,simposio brasileiro de telecomunicacoes e processamento de sinais,87
497,497,XXX Congresso da Sociedade Brasileira de Computação,2010.0,-,re,simposio brasileiro de computacao musical,70
498,498,XVIII Congresso Brasileiro de Automática,2010.0,-,re,congresso brasileiro de automatica,100
499,499,"Encontro de Ensino, Pesquisa e Extensão",2010.0,-,sin,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,67
500,500,XXII Congresso Brasileiro de Engenharia Biomédica,2010.0,-,re,congresso brasileiro de engenharia biomedica,100
501,501,"ENEPE - Encontro de Ensino, Pesquisa e Extensão",2011.0,-,sin,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,62
502,502,Competição Brasileira de Robótica 2011,2011.0,-,om,simposio brasileiro de robotica,84
503,503,XXIII Congresso Brasileiro de Engenharia Biomédica,2012.0,-,re,congresso brasileiro de engenharia biomedica,100
504,504,Latin American Robotics Competition,2012.0,-,latin,ieee latin american robotics symposium,79
505,505,Conferência Ibero-Americana em Computação Aplicada (CIACA2013),2013.0,-,er,conferencia latinoamericana de informatica,74
506,506,Competição Brasileira de Robótica 2013,2013.0,-,om,simposio brasileiro de robotica,84
507,507,Latin American Robotics Competition,2014.0,-,latin,ieee latin american robotics symposium,79
508,508,I Simpósio Brasileiro de Pecuária de Precisão Aplicada à Bovinocultura de corte,2014.0,-,im,simposio brasileiro de robotica,84
509,509,Frontiers in Education 2015,2015.0,-,er,international conference on frontiers in education: computer science and computer engineering,85
510,510,MEDINFO 2015 - 15th World Congress on Health and Biomedical Informatics,2015.0,-,med,world congress on medical and health informatics,79
511,511,Latin American Robotics Competition,2016.0,-,latin,ieee latin american robotics symposium,79
512,512,Conferência IADIS Ibero Americana em Computação Aplicada,2016.0,-,er,conferencia latinoamericana de informatica,69
513,513,XVII Encontro de Iniciação CIentífica da UFMS,2016.0,-,cie,encontro nacional de inteligencia artificial e computacional,56
514,514,Conferências IADIS Ibero-americanas WWW/Internet 2017 e Computação Aplicada 2017,2017.0,-,er,conferencia iberoamericana de software engineering,66
515,515,XVI Latin American Robotics Competition and XV Brazilian Robotics Competition,2017.0,-,latin,ieee latin american robotics symposium,76
516,516,XXII Congresso Brasileiro de Automática,2018.0,-,re,congresso brasileiro de automatica,100
517,517,Integra UFMS,2018.0,-,fm,international conference on integrated formal methods,75
518,518,XX Workshop de Tolerância a Falhas - WTF,2019.0,-,works,workshop de testes e tolerancia a falhas,78
519,519,XXX Simpósio Brasileiro de Informática na Educação (Brazilian Symposium on Computers in Education),2019.0,-,im,simposio brasileiro de informatica na educacao,100
520,520,Integra UFMS,2019.0,-,fm,international conference on integrated formal methods,75
521,521,Integra UFMS,2020.0,-,fm,international conference on integrated formal methods,75
522,522,Congresso Brasileiro de Automática 2020,2020.0,-,re,congresso brasileiro de automatica,100
523,523,2015 IEEE 28th International Symposium on ComputerBased Medical Systems (CBMS),2015.0,-,er,international symposium on computer-based medical systems,98
524,524,VI Encontro de Iniciação Científica - Módulo PIBIC/CNPq,1997.0,-,cie,encontro nacional de inteligencia artificial e computacional,55
525,525,VII Encontro de Iniciação Científica - Módulo PIBIC/CNPq,1998.0,-,cie,ieee scientific visualization,55
526,526,19º Simpósio Brasileiro de Redes de Computadores,2001.0,-,im,simposio brasileiro de redes de computadores e sistemas distribuidos,92
527,527,International Teletraffic Congress 17,2001.0,-,er,international test conference,72
528,528,IEEE Global Telecommunications Conference - GLOBECOM 2001,2001.0,-,ec,ieee global communications conference,89
529,529,13th IEEE Intern. Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE-2004),2004.0,-,er,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,85
530,530,First International Workshop on Mobility Aware Technologies and Applications (MATA 2004),2004.0,-,er,international i*workshop,92
531,531,6o. Workshop de Comunicação sem Fio e Computação Móvel (WCSF 2004),2004.0,-,works,workshop de musica ubiqua,72
532,532,IFIP Conference on Intelligence in Communication Systems (INTELLCOMM 2005),2005.0,-,er,agile conference,75
533,533,24º Simpósio Brasileiro de Redes de Computadores (SBRC 2006),2006.0,-,im,simposio brasileiro de redes de computadores e sistemas distribuidos,78
534,534,First Workshop on Ontologies and Metamodels in Software Engineering,2006.0,-,works,workshop on modeling in software engineering,77
535,535,XXV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),2007.0,-,im,simposio brasileiro de redes de computadores e sistemas distribuidos,100
536,536,"1st Worskhop on Pervasive and Ubiquitous Computing (WPUC), part of 19th Intern. Symposium on Computer Architecture and High Performance Computing (SBARC-PAD 2007)",2007.0,-,or,international symposium on computer architecture and high performance computing,91
537,537,XIX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica,2007.0,-,sem,seminario de computacao e mercado,64
538,538,17th IEEE International Conference and Workshops on Engineering of Computer-Based Systems (ECBS 2010),2010.0,-,er,ieee international conference on rfid,89
539,539,7º Congresso Brasileiro de Agroinformática (SBIAgro 2009),2009.0,-,re,congresso brasileiro de agroinformatica,100
540,540,XIX Sessão de Ferramentas do XXVI Simpósio Brasileiro de Engenharia de Software (SBES) / III Congresso Brasileiro de Software: Teoria e Prática (CBSoft 2012),2012.0,-,er,simposio brasileiro de qualidade de software,84
541,541,UAHCI / HCI International 2014,2014.0,-,uahci,computer graphics international conference,67
542,542,Simpósio Nacional de Instrumentação Agropecuária - SIAGRO 2014,2014.0,-,im,simposio internacional de informatica educatica,70
543,543,1º Sompósio Brasileiro de Pecuária de Precisão aplicada a Bovinocultura de Corte,2014.0,-,om,simposio brasileiro de robotica,81
544,544,X Congresso Brasileiro de Agroinformática (XSBIAgro),2015.0,-,re,congresso brasileiro de agroinformatica,100
545,545,XII Congresso Brasileiro de Agroinformática,2019.0,-,re,congresso brasileiro de agroinformatica,100
546,546,XII Congresso Brasileiro de Agroinformática (SBIAgro 2019),2019.0,-,re,congresso brasileiro de agroinformatica,100
547,547,71ª Reunião Anual da SBPC,2019.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,52
548,548,Congresso Brasileiro de Agroinformática (SBIAgro 2017),2017.0,-,re,congresso brasileiro de agroinformatica,100
549,549,IV Encontro Nacional de Inteligência Artificial - ENIA,2003.0,-,iv,encontro nacional de inteligencia artificial e computacional,87
550,550,The Third IASTED International Conference on Artificial Intelligence and Applications,2003.0,-,ias,conference on artificial intelligence,100
551,551,11 Simpósio Internacional de Iniciação Científica da Universidade de São Paulo - SIICUSP,,-,im,simposio internacional de informatica educatica,79
552,552,IV Workshop on Advances and Trends in AI,2003.0,-,iv,iaria international conference on advances and trends in software engineering,75
553,553,VIII Simpósio de Teses e Dissertações do Programa de Pós-Graduação em Ciências de Computação e Matemática Computacional,2003.0,-,im,simposio de mecanica computacional,74
554,554,10º Simpósio Internacional de Iniciação Científica da Universidade de São Paulo,2002.0,-,im,simposio internacional de informatica educatica,79
555,555,Workshop in Artificial Intelligence,2004.0,-,works,acm workshop on artificial intelligence and security,97
556,556,XXX Conferencia Latinoamericana de informática,2004.0,-,er,conferencia latinoamericana de informatica,100
557,557,Congress of Logic Applied to Technology,2005.0,-,re,conference of the european society for fuzzy logic and technology,64
558,558,Workshop em Tecnologia da Informação de da Linguagem Humana (TIL2005),2005.0,-,works,workshop de tecnologia adaptativa,79
559,559,International Federation for Information Processing (IFIP) Congress,2006.0,-,er,international conference on neural information processing,77
560,560,Concurso de Teses e Dissertações em Inteligência Artificial do SBIA,2006.0,-,concur,encontro nacional de inteligencia artificial e computacional,62
561,561,18 European Conference on Machine Learning,2007.0,-,euro,european conference on machine learning and principles and practice of knowledge discovery in databases,93
562,562,VII Workshop de Informática Médica,2007.0,-,works,workshop de informatica medica,100
563,563,Jornadas Argentinas de Informática - JAIIO,2007.0,-,or,caise forum,64
564,564,X Congresso Brasileiro de Informática em Saúde,2006.0,-,re,congresso brasileiro de informatica em saude,100
565,565,XV Encontro Anual de Iniciação Científica,2006.0,-,cie,encontro nacional de inteligencia artificial e computacional,71
566,566,56º Congresso Brasileiro de Coloproctologia,2007.0,-,re,congresso brasileiro de agroinformatica,77
567,567,I Congresso da Academia Trinacional de Ciências,2006.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,70
568,568,XIV Simpósio Internacional de Iniciação Científica da Inversidade de São Paulo,2006.0,-,iv,simposio internacional de informatica educatica,79
569,569,Brazilian Symposium on Artificial Intelligence,2008.0,-,-,conference on artificial intelligence,76
570,570,Encontro Nacional de Inteligência Artificial,2009.0,-,-,encontro nacional de inteligencia artificial e computacional,100
571,571,Portuguese Conference on Artificial Intelligence,2009.0,-,or,conference on artificial intelligence,100
572,572,Nono Encontro Nacional de Inteligência Artificial (ENIA 2012),2012.0,-,-,encontro nacional de inteligencia artificial e computacional,83
573,573,Brazilian Conference on Intelligence System,2013.0,-,er,brazilian conference on intelligent system,95
574,574,14th Ibero-American Conference on AI (IBERAMIA),2014.0,-,er,agile conference,75
575,575,Encontro Nacional de Inteligência Artificial e Computacional,2016.0,-,om,encontro nacional de inteligencia artificial e computacional,100
576,576,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES, 29. (SIBGRAPI)",2016.0,-,er,"conference on graphics, patterns and images",100
577,577,2017 14th IAPR International Conference on Document Analysis and Recognition (ICDAR),2017.0,-,er,international conference on document analysis and recognition,100
578,578,2018 International Joint Conference on Neural Networks (IJCNN),2018.0,-,er,ieee international joint conference on neural networks,93
579,579,Competição Latino Americana e Brasileira de Robótica,2017.0,-,om,simposio brasileiro de robotica,74
580,580,IGARSS 2019  2019 IEEE International Geoscience and Remote Sensing Symposium,2019.0,-,igarss,ieee international geoscience and remote sensing symposium,100
581,581,GRSS-YP & ISPRS Student Consortium SS 2018,2018.0,-,rss,caise forum,55
582,582,2019 International Joint Conference on Neural Networks (IJCNN),2019.0,-,er,ieee international joint conference on neural networks,93
583,583,IEEE International Geoscience and Remote Sensing Symposium,2019.0,-,er,ieee international geoscience and remote sensing symposium,100
584,584,EPIA Conference on Artificial Intelligence,2019.0,-,epia,conference on artificial intelligence,100
585,585,2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),2019.0,-,er,ieee international conference on tools with artificial intelligence,94
586,586,Brazilian Conference on Intelligent Systems,2020.0,-,er,brazilian conference on intelligent system,100
587,587,XVI Workshop de Visão Computacional,2020.0,-,works,workshop de visao computacional,100
588,588,IEEE International Geoscience and Remote Sensing Symposium,2021.0,-,er,ieee international geoscience and remote sensing symposium,100
589,589,V Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,1993.0,-,im,simposio brasileiro de robotica,81
590,590,the 15th international symposium,,-,er,ieee annual international symposium on field-programmable custom computing machines,81
591,591,Third International Workshop on Experimental and Efficient Algorithms (WEA),2004.0,-,er,international i*workshop,92
592,592,"2nd Workshop onEmbedded Systems for RealTime Multimedia, 2004. ESTImedia 2004.",,-,works,workshop iberchip,65
593,593,International Workshop on Applied Reconfigurable Computing (ARC),2008.0,-,er,international i*workshop,92
594,594,"2010 Design, Automation & Test in Europe Conference & Exhibition (DATE 2010)",,-,om,"design, automation and test in europe conference and exhibition",90
595,595,2014 20th IEEE International Conference on Parallel and Distributed Systems (ICPADS),,-,er,international conference on parallel and distributed systems,100
596,596,Escola Regional de Informática do MS (ERI-MS),2014.0,-,sc,workshop de informatica medica,67
597,597,21st International Conference on Parallel and Distributed Processing Techniques and Applications (PDPTA),2015.0,-,er,international conference on parallel and distributed processing techniques and applications,100
598,598,International Conference on Computational Science (ICCS),2018.0,-,er,international conference on computational science,100
599,599,XX Simpósio em Sistemas Computacionais de Alto Desempenho,2019.0,-,im,simposio em sistemas computacionais de alto desempenho,100
600,600,Workshop em Desempenho de Sistemas Computacionais e de Comunicação (WPerformance),2020.0,-,works,workshop em desempenho de sistemas computacionais e de comunicacao,100
601,601,Integra - UFMS,2019.0,-,fm,seminario integrado de software e hardware,71
602,602,Integra - UFMS,2018.0,-,fm,seminario integrado de software e hardware,71
603,603,Integra-UFMS,2020.0,-,fm,international conference on integrated formal methods,67
604,604,Integra - UFMS,2020.0,-,fm,seminario integrado de software e hardware,71
605,605,Workshop sobre Educação em Computação (WEI) 2021,2021.0,-,works,workshop sobre educacao em computacao,100
606,606,2a. Reunião Especial da Sociedade Brasileira para o Progresso da Ciência (SBPC),1995.0,-,re,brazilian seminar on ontologies,55
607,607,IX Seminário de Ensino Pesquisa e Extensão e III Encontro de Iniciação Científica da Universidade Federal de Mato Grosso do Sul (UFMS),1994.0,-,sem,seminario de computacao e mercado,64
608,608,Workshop de Teses em Engenharia de Software em conjunto com o Simpósio Brasileiro de Engenharia de Software,1998.0,-,works,simposio brasileiro de qualidade de software,84
609,609,International Conference on Software Maintenance and Reengineering,1999.0,-,er,european conference on software maintenance and reengineering,90
610,610,Conferência Latinoamericana de Informática,1999.0,-,er,conferencia latinoamericana de informatica,100
611,611,Simpósio Brasileiro de Engenharia de Software,1999.0,-,im,simposio brasileiro de qualidade de software,84
612,612,Concurso de Teses e Dissertações em Computação em conjunto com o Congresso da Sociedade Brasileira de Computação,2000.0,-,concur,simposio brasileiro de computacao musical,68
613,613,Working Conference on Reverse Engineering,2000.0,-,or,working conference on reverse engineering,100
614,614,European Conference on Software Maintenance and Reengineering,2001.0,-,euro,european conference on software maintenance and reengineering,100
615,615,Simpósio de Teses e Dissertações,2002.0,-,im,ieee symposium on 3d user interfaces,63
616,616,Agile Development Conference,2003.0,-,agi,"international technology, education and development conference",86
617,617,Workshop de Teses em Engenharia de Software,2003.0,-,works,workshop de engenharia de software baseada em busca,79
618,618,Simpósio de Desenvolvimento e Manutenção de Software da Marinha,2003.0,-,im,workshop de desenvolvimento distribuido de software,73
619,619,Workshop em Engenharia de Requisitos,2003.0,-,works,workshop de engenharia de software baseada em busca,75
620,620,Simpósio Internacional de Iniciação Científica da USP - SIICUSP,2003.0,-,im,simposio internacional de informatica educatica,79
621,621,Simpósio de Teses e Dissertações,2003.0,-,im,ieee symposium on 3d user interfaces,63
622,622,Simpósio Brasileiro de Engenharia de Software,2004.0,-,im,simposio brasileiro de qualidade de software,84
623,623,Sessão de Ferramentas em Engenharia de Software em conjunto com o XVIII Simpósio Brasileiro de Engenharia de Software,2004.0,-,er,simposio brasileiro de qualidade de software,84
624,624,Conferência Latino-Americana de Informática,2004.0,-,er,conferencia latinoamericana de informatica,98
625,625,Experimental Software Engineering Latin American Workshop em conjunto com o XVIII Simpósio Brasileiro de Engenharia de Software,2004.0,-,xp,software engineering track,85
626,626,Workshop de Manutenção de Software Moderna em conjunto com o XVIII Simpósio Brasileiro de Engenharia de Software,2004.0,-,works,simposio brasileiro de qualidade de software,84
627,627,Jornadas Iberoamericanas de Ingeniería del Software e Ingeniería del Conocimiento,2004.0,-,or,simposio latinoamericano de ingenieria de software,78
628,628,Simpósio de Desenvolvimento e Manutenção de Software da Marinha,2004.0,-,im,workshop de desenvolvimento distribuido de software,73
629,629,Simpósio de Teses e Dissertações,2004.0,-,im,ieee symposium on 3d user interfaces,63
630,630,Simpósio Internacional de Iniciação Científica da USP - SIICUSP,2004.0,-,im,simposio internacional de informatica educatica,79
631,631,Jornada Nacional de Iniciação Científica,2004.0,-,or,encontro nacional de inteligencia artificial e computacional,68
632,632,Latin American Conference on Pattern Languages of Programming,2005.0,-,latin,latin american conference on pattern languages of programming,100
633,633,Conferência Latino-Americana de Informática,2006.0,-,er,conferencia latinoamericana de informatica,98
634,634,Simpósio Brasileiro de Sistemas de Informação,2006.0,-,im,simposio brasileiro de sistemas de informacao,100
635,635,Workshop de Aplicações de Realidade Virtual,2006.0,-,works,workshop de gestao de identidades digitais,67
636,636,Experimental Software Engineering Latin American Workshop,2006.0,-,xp,software engineering track,85
637,637,Jornada Ibero-Americana de Engenharia de Software e Engenharia do Conhecimento,,-,or,simposio latinoamericano de ingenieria de software,70
638,638,Latin American Conference on Pattern Languages of programming,2007.0,-,latin,latin american conference on pattern languages of programming,100
639,639,Workshop on Requirements Engineering,2007.0,-,works,international workshop on requirements engineering and law,100
640,640,Simpósio Brasileiro de Qualidade de Software,2007.0,-,im,simposio brasileiro de qualidade de software,100
641,641,Workshop de Desenvolvimento Rápido de Aplicações,2007.0,-,works,workshop de desenvolvimento distribuido de software,77
642,642,Conferência Latino Americana de Informática,2007.0,-,er,conferencia latinoamericana de informatica,98
643,643,Seminário de Iniciação Científica,2007.0,-,sem,seminario de computacao e mercado,67
644,644,Simpósio Internacional de Iniciação Científica,2007.0,-,im,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,78
645,645,Annual ACM Symposium on Applied Computing,2008.0,-,pp,acm symposium on applied computing,100
646,646,Simpósio Brasileiro de Engenharia de Software,2008.0,-,im,simposio brasileiro de qualidade de software,84
647,647,Jornada Peruana de Computación,2008.0,-,or,congresso nacional de matematica aplicada e computacional,67
648,648,Simpósio Internacional de Iniciação Científica da USP,2008.0,-,im,simposio internacional de informatica educatica,79
649,649,Fórum de Informática e Tecnologia de Maringá,2008.0,-,or,workshop de informatica na escola,73
650,650,Simpósio Brasileiro de Qualidade de Software,2009.0,-,im,simposio brasileiro de qualidade de software,100
651,651,Simpósio Brasileiro de Informática na Educação,2009.0,-,im,simposio brasileiro de informatica na educacao,100
652,652,Workshop de Engenharia de Software da Facom,2009.0,-,works,workshop de engenharia de software baseada em busca,88
653,653,2010 17th IEEE International Conference and Workshops on Engineering of Computer Based Systems,,-,er,ieee international conference on rfid,89
654,654,Workshop Brasileiro de Métodos Ágeis,2010.0,-,works,workshop brasileiro de metodos ageis,100
655,655,Latin American Conference on Pattern Languages of Programming,2010.0,-,latin,latin american conference on pattern languages of programming,100
656,656,Simpósio Brasileiro de Engenharia de Software,2011.0,-,im,simposio brasileiro de qualidade de software,84
657,657,Conferência Latino-Americana de Informática,2011.0,-,er,conferencia latinoamericana de informatica,98
658,658,Workshop sobre Gerenciamento de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012.0,-,works,simposio brasileiro de qualidade de software,100
659,659,Escola Regional de Informática de Mato Grosso do Sul,2013.0,-,sc,workshop de informatica medica,67
660,660,Simpósio da Produção do Conhecimento na Graduação e Pós-Graduação em Mato Grosso do Sul,2013.0,-,im,congresso da associacao nacional de pesquisa e pos-graduacao em musica,63
661,661,International Conference on Human-Computer Interaction,2014.0,-,er,international conference on human-computer interaction,100
662,662,International Conference on Software Engineering and Knowledge Engineering,2014.0,-,er,international conference on software engineering,100
663,663,International Conference on Computational Science and Its Applications,2014.0,-,er,international conference on computational science,100
664,664,2014 14th International Conference on Computational Science and Its Applications (ICCSA),,-,er,international conference on computational science,100
665,665,Conferência Latino-Americana de Informática,2014.0,-,er,conferencia latinoamericana de informatica,98
666,666,IAMPS: An process to support the MPS.BR implementation together with agile methods,2014.0,-,am,digital heritage,56
667,667,"Workshop on Software Visualization, Evolution and Maintenance (VEM 2014)",2014.0,-,works,"workshop on software visualization, evolution and maintenance",100
668,668,Workshop on Process Model Collections: Management and Reuse,2014.0,-,works,workshop on exascale mpi,67
669,669,Sessão de Ferramentas do Congresso Brasileiro de Software: Teoria e Prática (CBSoft 2014),2014.0,-,er,congresso brasileiro de automatica,79
670,670,Escola Regional de Informática de Mato Grosso do Sul,2014.0,-,sc,workshop de informatica medica,67
671,671,2014 9th Latin American Web Congress (LAWEB),,-,latin,latin american web congress,100
672,672,ACM/SIGAPP Symposium On Applied Computing,2015.0,-,pp,acm symposium on applied computing,94
673,673,Simpósio Brasileiro de Pecuária de Precisão,2014.0,-,im,simposio brasileiro de robotica,84
674,674,International Conference on Software Engineering and Knowledge Engineering,2015.0,-,er,international conference on software engineering,100
675,675,International Conference on Computational Science and Its Applications,2015.0,-,er,international conference on computational science,100
676,676,International Conference on Computer Systems and Applications,2015.0,-,er,acs/ieee international conference on computer systems and applications,100
677,677,Simpósio Brasileiro de Sistemas de Informação,2016.0,-,im,simposio brasileiro de sistemas de informacao,100
678,678,Simpósio Brasileiro de Qualidade de Software,2016.0,-,im,simposio brasileiro de qualidade de software,100
679,679,International Conference on Information Technology : New Generations,2017.0,-,er,international conference on information technology : new generations,100
680,680,International Conference on Software Engineering and Knowledge Engineering,2017.0,-,er,international conference on software engineering,100
681,681,"EFITA Congress (European conference dedicated to the future use of ICT in the agri-food sector, bioresource and biomass sector)",2017.0,-,fit,agile conference,75
682,682,Simpósio Brasileiro de Sistemas de Informação,2017.0,-,im,simposio brasileiro de sistemas de informacao,100
683,683,Simpósio Brasileiro de Sistemas de Informação,2018.0,-,im,simposio brasileiro de sistemas de informacao,100
684,684,Brazilian Conference on Software - CBSOFT (Trilha da indústria),2018.0,-,er,agile conference,81
685,685,Simpósio Brasileiro de Sistemas de Informação,2019.0,-,im,simposio brasileiro de sistemas de informacao,100
686,686,Iberian Conference on Information Systems and Technologies,2019.0,-,er,iberian conference on information systems and technologies,100
687,687,Proceedings of GRSS-YP & YSPRS Student Consortium Summer School,2018.0,-,rss,caise forum,55
688,688,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,2019.0,-,im,simposio brasileiro sobre fatores humanos em sistemas computacionais,100
689,689,Simpósio Brasileiro de Qualidade de Software,2021.0,-,im,simposio brasileiro de qualidade de software,100
690,690,Sessão de Ferramentas do Simpósio Brasileiro de Engenharia de Software (SBES),2012.0,-,er,simposio brasileiro de qualidade de software,84
691,691,28o Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC 2010),2010.0,-,im,simposio brasileiro de redes de computadores e sistemas distribuidos,100
692,692,International Conference on Computer Communications and Networks (ICCCN'10),2010.0,-,er,international conference on computer communications and networks,100
693,693,IADIS International Conference - WWW/Internet 2012,2012.0,-,dis,international conference on www/internet,95
694,694,CIbSE - Congreso Iberoamericano en Ingeniería de Software,2014.0,-,cibse,simposio latinoamericano de ingenieria de software,81
695,695,"VIII Workshop de Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas de Sistemas - WDES",2014.0,-,works,workshop de desenvolvimento distribuido de software,100
696,696,"COMPSAC 2015 - The 39th Annual International Computers, Software & Applications Conference",2015.0,-,compsac,"annual international computers, software & applications conference",100
697,697,"UBICOMM 2015: The Ninth International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",2015.0,-,om,"iaria international conference on mobile ubiquitous computing, systems, services and technologies",96
698,698,"SBQS - Simpósio Brasileiro de Qualidade de Sotware, WTDQS - Workshop de Teses e Dissertações em Qualidade de Software",2015.0,-,sbqs,simposio brasileiro de qualidade de software,98
699,699,2015 29th Brazilian Symposium on Software Engineering (SBES),,-,re,brazilian symposium on software engineering,100
700,700,"CBSoft 2015 - IX Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas",2015.0,-,cbs,workshop de desenvolvimento distribuido de software,98
701,701,WWW/Internet 2015 Conference (CIAWI 2015),2015.0,-,www,agile conference,69
702,702,Amazon Advanced School of Software Quality,2015.0,-,am,workshop on software modularity,68
703,703,13th Empirical Software Engineering Latin American Workshop (ESELAW 2016),2016.0,-,iri,software engineering track,85
704,704,The 28th International Conference on Software Engineering & Knowledge Engineering,2016.0,-,er,international conference on software engineering,100
705,705,Latin-American School on Software Engineering (ELA-ES),2016.0,-,latin,software engineering track,85
706,706,"X WDES - X Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas",2016.0,-,wd,workshop de desenvolvimento distribuido de software,98
707,707,Brazilian Symposium on Software Quality,2016.0,-,re,brazilian symposium on software engineering,85
708,708,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software (WASHES)",2016.0,-,works,workshop sobre ensino de ihc,68
709,709,"ICSE Joint 5th International Workshop on Software Engineering for Systems-of-systems and 11th Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",2017.0,-,ics,international workshop on software engineering for systems-of-systems,100
710,710,"COMPSAC 2017 - The 41th Annual International Computers, Software & Applications Conference",2017.0,-,compsac,"annual international computers, software & applications conference",100
711,711,CIbSE 2017,2017.0,-,cibse,caise forum,50
712,712,"Workshop on Social, Human, and Economic Aspects of Software (WASHES) at the 16th International Conference on Software Reuse",2017.0,-,works,international conference on software reuse,100
713,713,Brazilian Symposium on Software Engineering (SBES),2017.0,-,re,brazilian symposium on software engineering,100
714,714,TISE - Conferência Internacional sobre Informática na Educação,2016.0,-,tise,simposio internacional de informatica educatica,80
715,715,12th European Conference on Software Architecture - Workshops,2018.0,-,euro,european conference on software architecture,100
716,716,XVI SBQS - XVI Simpósio Brasileiro de Qualidade de Software,2017.0,-,sbqs,simposio brasileiro de qualidade de software,100
717,717,ICSR 2017 - 16th International Conference on Software Reuse,2017.0,-,ics,international conference on software reuse,100
718,718,Brazilian Symposium on Software Quality (SBQS 2018),2018.0,-,re,brazilian symposium on software engineering,77
719,719,Frontiers in Education,2019.0,-,er,international conference on frontiers in education: computer science and computer engineering,100
720,720,Brazilian Symposium on Informatics in Education (SBIE),2019.0,-,or,brazilian symposium on bioinformatics,92
721,721,XVI Brazilian Symposium on Information Systems - SBSI'20,2020.0,-,or,brazilian symposium on bioinformatics,89
722,722,Ibero-American Conference on Software Engineering (CIbSE),2020.0,-,er,software engineering track,85
723,723,International Conference on Global Software Engineering,2020.0,-,er,ieee international conference on global software engineering,100
724,724,Workshop on Cooperative and Human Aspects of Software Engineering (CHASE),2020.0,-,works,international workshop on cooperative and human aspects of software engineering,94
725,725,XVI Simpósio Brasileiro de Sistemas de Informação,2020.0,-,im,simposio brasileiro de sistemas de informacao,100
726,726,"V WORKSHOP SOBRE ASPECTOS SOCIAIS, HUMANOS E ECONÔMICOS DE SOFTWARE (WASHES)",2020.0,-,works,workshop sobre ensino de ihc,68
727,727,Brazilian Symposium on Software Engineering - SBES'20,2020.0,-,re,brazilian symposium on software engineering,100
728,728,34th Brazilian Symposium on Software Engineering,2020.0,-,re,brazilian symposium on software engineering,100
729,729,SBSI'21: XVII Brazilian Symposium on Information Systems,2021.0,-,sbsi,brazilian symposium on bioinformatics,89
730,730,Brazilian Symposium on Software Engineering (SBES '21),2021.0,-,re,brazilian symposium on software engineering,100
731,731,XX Brazilian Software Quality Symposium (SBQS),2021.0,-,re,ieee haptics symposium,64
732,732,VII CBRN - Congresso Brasileiro de Redes Neurais,2005.0,-,re,congresso brasileiro de agroinformatica,76
733,733,XVI SBIE - Simpósio Brasileiro de Informática na Educação,2005.0,-,sbie,simposio brasileiro de informatica na educacao,100
734,734,International Conference on Engineering of Intelligent Systems,2006.0,-,er,international conference on engineering design,91
735,735,15th International Symposium on Industrial Electronics,2006.0,-,er,ieee international symposium on industrial electronics,93
736,736,16th International Joint Conference on Neural Networks,2006.0,-,er,ieee international joint conference on neural networks,93
737,737,Eighteenth International Conference on Software Engineering and Knowledge Engineering,2006.0,-,ht,international conference on software engineering,100
738,738,"19th International Conference on Systems, Man, and Cybernetics",2006.0,-,er,"ieee international conference on systems, man and cybernetics",93
739,739,IEEE Symposium on Computational Intelligence and Data Mining,2007.0,-,om,symposium on computational intelligence and data mining,100
740,740,13º Seminário de Iniciação Científica - PUC Minas,2005.0,-,sem,seminario de computacao e mercado,67
