,Column1,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
716,637,III Workshop em Computação Heterogênea,20190.0,-,conferencia,-,workshop de visao computacional,workshop iberchip,workshop sobre educacao em computacao,workshop sobre educacao em computacao,64.0,71.0,67.0,75.0,,,,,nulo,nao_tem,-
717,744,XXIII Congresso da Sociedade Brasileira de Computação,20030.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,64.0,70.0,64.0,68.0,,,,,nulo,nao_tem,-
718,776,BiDU - Workshop on Big Social Data and Urban Computing,20180.0,-,conferencia,-,workshop of urban computing,workshop on exascale mpi,workshop of urban computing,workshop of urban computing,64.0,71.0,66.0,94.0,,,,B1,ratio sort set,workshop of urban computing,B1
719,837,VII Workshop de Teses e Dissertações Defendidas,20020.0,-,conferencia,-,workshop de testes e tolerancia a falhas,iberchip workshop,workshop de gestao de identidades digitais,workshop de gerencia e operacao de redes e servicos,64.0,65.0,63.0,69.0,,,,,nulo,nao_tem,-
720,862,14ª Conferência Ibérica de Sistemas e Tecnologias de Informação,20190.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,iberian conference on information systems and technologies,iberian conference on information systems and technologies,64.0,70.0,76.0,78.0,,,,,sort set,iberian conference on information systems and technologies,A4
721,948,the 2011 ACM Symposium,,-,conferencia,-,ieee haptics symposium,biennial acm symposium on eye tracking research & applications,real-time systems symposium,acm symposium on computer and communications security,64.0,68.0,57.0,74.0,,,,,nulo,nao_tem,-
722,987,Power Electronics Specialist Conference,20070.0,-,conferencia,-,information security conference,agile conference,international conference on electronic government,agile conference,63.0,81.0,68.0,77.0,,A3,,,nulo,nao_tem,-
723,1000,SUCESU 2004 - CONGRESSO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,20040.0,-,conferencia,-,congresso internacional de design da informacao,congresso internacional de design da informacao,congresso da associacao nacional de pesquisa e pos-graduacao em musica,simposio brasileiro de tecnologia da informacao,63.0,81.0,63.0,73.0,,B4,,,nulo,nao_tem,-
724,2,II Workshop on Computacional Grids and Applications - WCGA 2005,20050.0,-,conferencia,wcga,workshop on social network analysis in applications,workshop of urban computing,international workshop on rewriting logic and its applications,workshop de visao computacional,63.0,78.0,72.0,83.0,,,,B4,nulo,nao_tem,-
725,80,X Seminário Regional de Informática,20000.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,workshop de informatica medica,workshop de informatica na escola,63.0,71.0,65.0,68.0,,,,,nulo,nao_tem,-
726,138,"5 Congreso de Informática & Sistema de Sudamérica, 2006",20060.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,63.0,70.0,67.0,69.0,,,,,nulo,nao_tem,-
727,181,Proceedings of the 2nd. IEEE Workshop on Fault-Tolerant Parallel and Distributed Systems.,19970.0,-,conferencia,-,international conference on parallel and distributed systems,international conference on parallel and distributed systems,ieee international parallel & distributed processing symposium workshops,workshop on autonomic distributed systems,63.0,70.0,65.0,86.0,,,,B4,nulo,nao_tem,-
728,277,HPC´12 High Performance Computing Sysposium,20120.0,-,conferencia,-,latin american high performance computing conference,international conference on high performance computing & simulation,international symposium on high performance distributed computing,high-performance graphics,63.0,77.0,67.0,78.0,,,,,nulo,nao_tem,-
729,287,IV Workshop de Sistemas Distribuidos y Paralelismo,20020.0,-,conferencia,iv,workshop de desenvolvimento distribuido de software,workshop de software livre,workshop on autonomic distributed systems,simposio brasileiro de redes de computadores e sistemas distribuidos,63.0,69.0,62.0,65.0,,,,,nulo,nao_tem,-
730,292,Congresso Íbero Latino Americano sobre Métodos Computacionais em Engenharia,19940.0,-,conferencia,-,iberian latin american congress on computational methods,interaction latin america,iberian latin american congress on computational methods,iberian latin american congress on computational methods,63.0,72.0,75.0,75.0,,,,,ratio sort set,iberian latin american congress on computational methods,B4
731,349,XXVI Congresso da SBC (Workshop de Biologia Computacional),20060.0,-,conferencia,-,workshop de visao computacional,workshop de visao computacional,congresso nacional de matematica aplicada e computacional,workshop de visao computacional,63.0,81.0,62.0,89.0,,B4,,B4,nulo,nao_tem,-
732,423,Chicago 2000 - World Congress of Medical Physics and Biomedical Engineering,20000.0,-,conferencia,-,international work-conference on bioinformatics and biomedical engineering,world congress on medical and health informatics,international conference biomedical engineering and informatics,world congress on medical and health informatics,63.0,71.0,60.0,70.0,,,,,nulo,nao_tem,-
733,454,IFIP Conference on Intelligence in Communication Systems (INTELLCOMM 2005),20050.0,-,conferencia,-,conference on enterprise information systems,agile conference,iaria international conference on systems and networks communications,conference on artificial intelligence,63.0,75.0,70.0,83.0,,,,A1,nulo,nao_tem,-
734,471,IV Workshop on Advances and Trends in AI,20030.0,-,conferencia,iv,ieee workshop on advanced robotics and its social impacts (arso),iaria international conference on advances and trends in software engineering,international workshop on advances in ict infrastructures and services,international workshop on advances in ict infrastructures and services,63.0,75.0,62.0,81.0,,,,B4,nulo,nao_tem,-
735,485,Experimental Software Engineering Latin American Workshop,20060.0,-,conferencia,latin,international conference on software engineering workshops,software engineering track,ieee/acm international workshop on big data software engineering,latin american test workshop,63.0,85.0,74.0,90.0,,B2,,B2,nulo,nao_tem,-
736,532,Sessão de Ferramentas do Simpósio Brasileiro de Engenharia de Software (SBES),20120.0,-,conferencia,sbes,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,63.0,84.0,66.0,86.0,,B1,,B1,nulo,nao_tem,-
737,552,"VIII Workshop de Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas de Sistemas - WDES",20140.0,-,conferencia,wdes,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,63.0,100.0,64.0,100.0,,B4,,B4,nulo,nao_tem,-
738,636,VIII Simpósio Internacional de Melhoria de Processos de Software,20070.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio internacional de informatica educatica,simposio latinoamericano de ingenieria de software,simposio internacional de informatica educatica,63.0,70.0,67.0,69.0,,,,,nulo,nao_tem,-
739,690,I Workshop sobre Algoritmos de Mineração de Dados,20050.0,-,conferencia,-,simposio brasileiro de banco de dados,workshop sobre ensino de ihc,international workshop on combinatorial algorithms,workshop sobre ensino de ihc,63.0,71.0,63.0,76.0,,,,,nulo,nao_tem,-
740,695,IV Brazilian Symposium on Mathematical and Computational Biology (BIOMAT),20040.0,-,conferencia,iv,international symposium on mathematical morphology,brazilian symposium on geoinformatics,international conference on computational systems-biology and bioinformatics,symposium on computational geometry,63.0,78.0,64.0,85.0,,,,A3,nulo,nao_tem,-
741,902,VII WORKSHOP IBEROAMERICANO DE INGENIERÍA DE REQUISITOS Y DESARROLLO DE AMBIENTES DE SOFTWARE,20040.0,-,conferencia,-,workshop latinoamericano de ingenieria de software experimental,workshop iberchip,workshop latinoamericano de ingenieria de software experimental,workshop de software livre,63.0,76.0,59.0,87.0,,,,B4,nulo,nao_tem,-
742,918,the ACM SIGCOMM 2019 Conference Posters and Demos,20190.0,-,conferencia,sigcomm,acm sigcomm conference,acm sigcomm conference,acm sigcomm conference,acm sigcomm conference,62.0,77.0,62.0,100.0,,,,A1,nulo,nao_tem,-
743,920,XII Congresso da Sociedade Brasileira de Computação - SEMISH,19920.0,-,conferencia,semish,congresso brasileiro de informatica em saude,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de pesquisadores em cibercultura,62.0,71.0,65.0,65.0,,,,,nulo,nao_tem,-
744,941,I WORTEC - Workshop Regional de Tecnologia em Computação,20010.0,-,conferencia,-,workshop sobre educacao em computacao,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,62.0,70.0,62.0,80.0,,,,B4,nulo,nao_tem,-
745,59,X Simpósio de Informática - SIMS 2005,20050.0,-,conferencia,-,simposio de instrumentacao e imagens medicas,simposio de instrumentacao e imagens medicas,simposio brasileiro de sistemas de informacao,simposio brasileiro de informatica na educacao,62.0,68.0,68.0,79.0,,,,,nulo,nao_tem,-
746,127,Workshop de Dissertações de Mestrado em Andamento,20010.0,-,conferencia,-,workshop de gestao de identidades digitais,workshop iberchip,workshop brasileiro de metodos ageis,workshop iberchip,62.0,65.0,59.0,64.0,,,,,nulo,nao_tem,-
747,182,XXIV Ciclo de Palestras sobre Novas Tecnologias na Educação - CINTED 2016,20160.0,-,conferencia,-,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,62.0,82.0,62.0,85.0,,B4,,B4,nulo,nao_tem,-
748,184,Research Workshop in Computer Science. UNAES,20040.0,-,conferencia,-,latin-american workshop on computational neuroscience,iberchip workshop,workshop on human computer interaction in third places,international workshop on graph-theoretic concepts in computer science,62.0,76.0,64.0,79.0,,,,,nulo,nao_tem,-
749,187,I WPerformance,20020.0,-,conferencia,wperformance,high-performance graphics,latin american high performance computing conference,high-performance graphics,high-performance graphics,62.0,86.0,67.0,67.0,,nulo,,,nulo,nao_tem,-
750,211,XIV Simpósio em Sistemas Computacionais - Concurso de Teses e Dissertações (WSCAD-SSC / CTD),20130.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,workshop em desempenho de sistemas computacionais e de comunicacao,simposio em sistemas computacionais de alto desempenho,62.0,80.0,62.0,83.0,,B1,,B1,ratio sort,simposio em sistemas computacionais de alto desempenho,B1
751,274,2010 Brazilian Symposium on Games and Digital Entertainment (SBGAMES),20100.0,-,conferencia,sbgames,brazilian symposium on software engineering,digital heritage,brazilian symposium on software engineering,brazilian symposium on bioinformatics,62.0,75.0,64.0,75.0,,,,,nulo,nao_tem,-
752,348,Conferência Ibero-Americana em Computação Aplicada (CIACA2013),20130.0,-,conferencia,-,conferencia iberoamericana de software engineering,conferencia latinoamericana de informatica,canadian conference on computational geometry,canadian conference on computational geometry,62.0,74.0,61.0,61.0,,,,,nulo,nao_tem,-
753,407,"1st Worskhop on Pervasive and Ubiquitous Computing (WPUC), part of 19th Intern. Symposium on Computer Architecture and High Performance Computing (SBARC-PAD 2007)",20070.0,-,conferencia,-,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture and high performance computing,62.0,91.0,67.0,90.0,,A4,,A4,ratio sort,international symposium on computer architecture and high performance computing workshop,B3
754,437,Simpósio Nacional de Instrumentação Agropecuária - SIAGRO 2014,20140.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio de instrumentacao e imagens medicas,simposio de instrumentacao e imagens medicas,62.0,70.0,63.0,74.0,,,,,nulo,nao_tem,-
755,505,I Congresso da Academia Trinacional de Ciências,20060.0,-,conferencia,-,congresso internacional de design da informacao,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso nacional de matematica aplicada e computacional,congresso internacional de design da informacao,62.0,70.0,67.0,77.0,,,,,nulo,nao_tem,-
756,536,Fórum de Informática e Tecnologia de Maringá,20080.0,-,conferencia,-,workshop de informatica na escola,workshop de informatica na escola,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,62.0,73.0,64.0,66.0,,,,,nulo,nao_tem,-
757,542,"X WDES - X Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas",20160.0,-,conferencia,wdes,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,62.0,98.0,64.0,100.0,,B4,,B4,nulo,nao_tem,-
758,567,European Academy of Forensic Science (EAFS) Conference.,20120.0,-,conferencia,-,european semantic web conference,ieee oceans conference,european conference on modelling and simulation,european control conference,62.0,77.0,65.0,83.0,,,,A2,nulo,nao_tem,-
759,649,"Conferência IADIS Ibero Americana WWW/Internet 2006, 2006",20060.0,-,conferencia,www,conferencia iberoamericana de software engineering,conferencia latinoamericana de informatica,ibero-american conference on artificial intelligence,ibero-american conference on artificial intelligence,62.0,67.0,61.0,64.0,,,,,nulo,nao_tem,-
760,706,VI Simpósio de Teses e Dissertações,20010.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee vlsi test symposium,simposio de instrumentacao e imagens medicas,62.0,62.0,61.0,63.0,,,,,nulo,nao_tem,-
761,825,VII Jornada Peruana de Computación,20080.0,-,conferencia,-,simposio de mecanica computacional,congresso nacional de matematica aplicada e computacional,simposio de mecanica computacional,simposio de mecanica computacional,62.0,62.0,65.0,68.0,,,,,nulo,nao_tem,-
762,833,1º Congresso de Computação da Grande Dourados,20080.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,world congress in computational mechanics,congresso internacional de design da informacao,62.0,67.0,58.0,61.0,,,,,nulo,nao_tem,-
763,894,Joint Conference - SBIA/SBRN/JRI - III Workshop on Computational Intelligence (WCI 2010),20100.0,-,conferencia,-,ieee conference on computational intelligence and games,workshop on computational intelligence and smart cities,international joint conference on computational intelligence,international joint conference on computational intelligence,62.0,79.0,70.0,87.0,,,,B3,nulo,nao_tem,-
764,896,V Experimental Software Engineering Latin American Workshop,20080.0,-,conferencia,latin,international conference on software engineering workshops,software engineering track,ieee/acm international workshop on big data software engineering,latin american test workshop,62.0,85.0,73.0,90.0,,B2,,B2,nulo,nao_tem,-
765,897,14o Congresso Internacional de Tecnologia de Software (CITS 2003),20030.0,-,conferencia,cits,congresso internacional de design da informacao,congresso internacional de design da informacao,international conference on software technologies,congresso internacional de design da informacao,62.0,72.0,68.0,71.0,,,,,sort,international conference on software technologies,B2
766,898,IX Simpósio de Teses e Dissertações,20040.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio brasileiro de sistemas eletricos,62.0,62.0,59.0,63.0,,,,,nulo,nao_tem,-
767,904,Escola Regional de Informática - SBC Mato Groso,20100.0,-,conferencia,-,congreso internacional de informatica educativa,workshop de informatica na escola,workshop-escola de informatica teorica,workshop de informatica na escola,62.0,67.0,70.0,78.0,,,,,nulo,nao_tem,-
768,938,XX Simpósio Brasileiro de Qualidade de Software (SBQS) - Trilha Educação em Qualidade de Software,20210.0,-,conferencia,sbqs,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,62.0,100.0,64.0,100.0,,B1,,B1,all,simposio brasileiro de qualidade de software,B1
769,949,IEEE/ACM Third International Workshop on Global and Peer-to-Peer Computing on Large Scale Distributed Systems,20030.0,-,conferencia,-,ieee/acm international workshop on automation of software testing,international i*workshop,ieee international symposium on realtime distributed computing,international i*workshop,61.0,92.0,64.0,96.0,,B4,,B4,nulo,nao_tem,-
770,956,12o. Congresso Regional de Informática e Telecomunicações de Mato Grosso,20080.0,-,conferencia,-,congreso internacional de informatica educativa,congresso brasileiro de informatica em saude,congresso internacional de design da informacao,congresso brasileiro de informatica em saude,61.0,75.0,63.0,71.0,,,,,nulo,nao_tem,-
771,994,Concurso de Teses e Dissertações da SBC,,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,congresso internacional de design da informacao,congresso internacional de design da informacao,61.0,62.0,51.0,51.0,,,,,nulo,nao_tem,-
772,45,Congresso SIMAI,20000.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de pesquisadores em cibercultura,congress on modelling and simulation,congresso brasileiro de pesquisadores em cibercultura,61.0,80.0,59.0,75.0,,B4,,,nulo,nao_tem,-
773,192,III Semana Técnica Internacional de Ingeniería de Petróleos,19910.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,international cad conference,aes international conference on semantic audio,aes international conference on semantic audio,61.0,68.0,63.0,63.0,,,,,nulo,nao_tem,-
774,244,Concurso de Teses e Dissertações da SBC,20200.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,congresso internacional de design da informacao,congresso internacional de design da informacao,61.0,62.0,51.0,51.0,,,,,nulo,nao_tem,-
775,261,WCCA 2006 - World Congress on Computers in Agriculture,20060.0,-,conferencia,-,ifip world conference on computers in education,world congress on biosensors,world congress on nature and biologically inspired computing,world congress on biosensors,61.0,79.0,59.0,76.0,,,,,nulo,nao_tem,-
776,272,XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo,20030.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,61.0,79.0,55.0,69.0,,,,,nulo,nao_tem,-
777,305,7th Latin American Workshop on Aspect-Oriented Software Development: Advanced Modularization Techniques,20130.0,-,conferencia,latin,international workshop on feature-oriented software development,latin american test workshop,international workshop on feature-oriented software development,latin american test workshop,61.0,82.0,63.0,90.0,,B2,,B2,nulo,nao_tem,-
778,309,Jornadas Sudamericanas de Ingeniería Estructural,19950.0,-,conferencia,-,workshop latinoamericano de ingenieria de software experimental,workshop latinoamericano de ingenieria de software experimental,workshop latinoamericano de ingenieria de software experimental,workshop latinoamericano de ingenieria de software experimental,61.0,65.0,56.0,57.0,,,,,nulo,nao_tem,-
779,350,6o. Workshop de Comunicação sem Fio e Computação Móvel (WCSF 2004),20040.0,-,conferencia,sem,workshop de computacao em clouds e aplicacoes,workshop de musica ubiqua,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,61.0,72.0,68.0,71.0,,,,,nulo,nao_tem,-
780,393,Concurso de Teses e Dissertações em Inteligência Artificial do SBIA,20060.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,61.0,62.0,63.0,65.0,,,,,nulo,nao_tem,-
781,422,Jornadas Argentinas de Informática - JAIIO,20070.0,-,conferencia,-,congreso internacional de informatica educativa,caise forum,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,61.0,64.0,66.0,66.0,,,,,nulo,nao_tem,-
782,531,XIV Simpósio Internacional de Iniciação Científica da Inversidade de São Paulo,20060.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,61.0,79.0,57.0,69.0,,,,,nulo,nao_tem,-
783,560,Escola Regional de Informática do MS (ERI-MS),20140.0,-,conferencia,ms,congresso brasileiro de informatica em saude,workshop de informatica medica,workshop de informatica na escola,workshop de informatica na escola,61.0,67.0,66.0,78.0,,,,,nulo,nao_tem,-
784,563,Workshop sobre Gerenciamento de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,20120.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,61.0,100.0,61.0,100.0,,B1,,B1,sort set,simposio brasileiro de qualidade de software,B1
785,568,Brazilian Conference on Software - CBSOFT (Trilha da indústria),20180.0,-,conferencia,-,international conference on software business,agile conference,international conference on software business,agile conference,61.0,81.0,65.0,77.0,,A3,,,nulo,nao_tem,-
786,596,II Congresso da Academia Trinacional de Ciências,20070.0,-,conferencia,-,congresso internacional de design da informacao,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso nacional de matematica aplicada e computacional,congresso internacional de design da informacao,61.0,69.0,67.0,76.0,,,,,nulo,nao_tem,-
787,658,n: X-Meeting 2015 - 11th International Conference of th AB3C + Brazilian Symposium of Bioinformatics,20150.0,-,conferencia,-,iapr international conference on pattern recognition in bioinformatics,brazilian symposium on bioinformatics,international conference on computational systems-biology and bioinformatics,brazilian symposium on bioinformatics,61.0,97.0,63.0,96.0,,B1,,B1,partial set,brazilian symposium on bioinformatics,B1
788,684,Encontro de Teoria da Computação,20160.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,61.0,69.0,68.0,68.0,,,,,nulo,nao_tem,-
789,741,International Latin American Grid Workshop LAGrid 2008,20080.0,-,conferencia,latin,interaction latin america,interaction latin america,international workshop on multi-agent based simulation,international i*workshop,61.0,88.0,69.0,96.0,,B4,,B4,nulo,nao_tem,-
790,858,the XXXIII Brazilian Symposium,20190.0,-,conferencia,-,ieee pacific visualization symposium,ieee haptics symposium,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,61.0,64.0,64.0,87.0,,,,A4,nulo,nao_tem,-
791,859,5th International Workshop on Process Model Collections: Management and Reuse - 12th International Conference on Business Process Management,20140.0,-,conferencia,-,pm - international workshop on context for business process management,international conference on business process management,international conference on information processing and management of uncertainty in knowledge-based systems,international conference on business process management,61.0,100.0,62.0,100.0,,A2,,A2,partial set,international conference on business process management,A2
792,881,FEES'08: Fórum em Educação de Engenharia de Software,20080.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,caise forum,workshop de engenharia de software baseada em busca,workshop de engenharia de software baseada em busca,61.0,64.0,57.0,71.0,,,,,nulo,nao_tem,-
793,913,Design Automation Conference - Work-in-Progress Session. DAC-WIP,20140.0,-,conferencia,dac,design automation conference,design automation conference,"design, automation and test in europe conference and exhibition",design automation conference,61.0,100.0,65.0,100.0,,A1,,A1,nulo,nao_tem,-
794,969,"2nd Brazilian Symposium on Graphs, Algorithms and Combinatorics - GRACO 2005",20050.0,-,conferencia,-,brazilian symposium on geoinformatics,european symposium on algorithms,international symposium algorithms and computation,european symposium on algorithms,60.0,75.0,60.0,84.0,,,,A3,nulo,nao_tem,-
795,995,the 24th Brazilian Symposium,20180.0,-,conferencia,-,ieee haptics symposium,brazilian symposium on bioinformatics,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,60.0,68.0,66.0,90.0,,,,A4,nulo,nao_tem,-
796,1009,the 31st Brazilian Symposium,20170.0,-,conferencia,-,ieee sarnoff symposium,brazilian symposium on bioinformatics,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,60.0,68.0,66.0,90.0,,,,A4,nulo,nao_tem,-
797,137,Congresso Íbero Latino Americano sobre Métodos Computacionais para Engenharia,19970.0,-,conferencia,-,iberian latin american congress on computational methods,interaction latin america,iberian latin american congress on computational methods,iberian latin american congress on computational methods,60.0,72.0,74.0,74.0,,,,,ratio sort set,iberian latin american congress on computational methods,B4
798,255,XXIX Jornadas Sudamericanas de Ingeniería Eestructural,20000.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,simposio latinoamericano de ingenieria de software,workshop latinoamericano de ingenieria de software experimental,workshop latinoamericano de ingenieria de software experimental,60.0,62.0,55.0,56.0,,,,,nulo,nao_tem,-
799,399,XXII Congresso da SBC (Jornada Acadêmica de Atualização em Informática),20020.0,-,conferencia,-,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,60.0,62.0,64.0,76.0,,,,,nulo,nao_tem,-
800,421,XII Congreso Argentino de Bioingeniería,20010.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,60.0,62.0,59.0,59.0,,,,,nulo,nao_tem,-
801,424,I Congresso de Computação da Grande Dourados - CCGD,20080.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,congresso nacional de matematica aplicada e computacional,congresso internacional de design da informacao,60.0,67.0,58.0,60.0,,,,,nulo,nao_tem,-
802,467,11 Simpósio Internacional de Iniciação Científica da Universidade de São Paulo - SIICUSP,,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,ieee/sice international symposium on system integration,simposio internacional de informatica educatica,60.0,79.0,54.0,69.0,,,,,nulo,nao_tem,-
803,490,10º Simpósio Internacional de Iniciação Científica da Universidade de São Paulo,20020.0,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,60.0,79.0,56.0,69.0,,,,,nulo,nao_tem,-
804,492,Simpósio de Teses e Dissertações,20020.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60.0,63.0,62.0,66.0,,,,,nulo,nao_tem,-
805,551,Simpósio de Teses e Dissertações,20030.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60.0,63.0,62.0,66.0,,,,,nulo,nao_tem,-
806,554,Simpósio de Teses e Dissertações,20040.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60.0,63.0,62.0,66.0,,,,,nulo,nao_tem,-
807,615,Escola Regional de Informática de Mato Grosso do Sul,20130.0,-,conferencia,-,congresso brasileiro de informatica em saude,workshop de informatica medica,workshop-escola de informatica teorica,workshop de informatica na escola,60.0,67.0,64.0,78.0,,,,,nulo,nao_tem,-
808,621,Escola Regional de Informática de Mato Grosso do Sul,20140.0,-,conferencia,-,congresso brasileiro de informatica em saude,workshop de informatica medica,workshop-escola de informatica teorica,workshop de informatica na escola,60.0,67.0,64.0,78.0,,,,,nulo,nao_tem,-
809,629,"CBSoft 2015 - IX Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas",20150.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,60.0,98.0,62.0,100.0,,B4,,B4,nulo,nao_tem,-
810,659,XXVIII Simpósio Brasileiro de Informática na Educação  SBIE (Brazilian Symposium on Computers in Education),20170.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,60.0,100.0,61.0,100.0,,A3,,A3,all,simposio brasileiro de informatica na educacao,A3
811,670,VIII Simpósio de Teses e Dissertações,20030.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee vlsi test symposium,simposio de instrumentacao e imagens medicas,60.0,61.0,59.0,62.0,,,,,nulo,nao_tem,-
812,700,"1st ISATA ? International Symposium on Agricultural Technology Adoption: studies, methods and experiences",20200.0,-,conferencia,-,international symposium on automated technology for verification and analysis,international symposium compimage,msta - international kes conference on agents and multi-agent systems: technologies and applications,international symposium on formal methods,60.0,82.0,60.0,91.0,,B3,,A3,nulo,nao_tem,-
813,769,DIMACS Workshop on Whole Genome Comparison,20010.0,-,conferencia,-,international workshop on algorithms and computation,workshop on exascale mpi,european workshop on computational geometry,european workshop on computational geometry,60.0,67.0,66.0,66.0,,,,,nulo,nao_tem,-
