;id_lattes;nome;sexo;idade_academica;quantidade_producoes;producoes_por_idade;nota_qualis;precisao_nota_qualis;softwares_participacao;orientacoes;orientacoes_por_idade;instituicao_trabalho;estado_instituicao_trabalho;graduacao;ano_graduacao;posdoc;ano_posdoc;mestrado;ano_mestrado;doutorado;ano_doutorado;ATIVIDADES_DE_DIRECAO_E_ADMINISTRACAO;ATIVIDADES_DE_PESQUISA_E_DESENVOLVIMENTO;ATIVIDADES_DE_ENSINO;ATIVIDADES_DE_EXTENSAO_UNIVERSITARIA;ATIVIDADES_DE_PARTICIPACAO_EM_PROJETO;grande_area_conhecimento;area_conhecimento;subarea_conhecimento
85;8436515676441851;Flávio Keidi Miyazawa;M;32;60;1.875;14.275;0.6833333333333333;0;11;0.34375;Universidade Estadual de Campinas;SP;Ciência da Computação;1990;;;Matemática Aplicada;1993;Matemática Aplicada;1997;0;1;2;0;16;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
86;8443563462309878;Said Sadique Adi;M;25;20;0.8;6.0;0.7;0;9;0.36;Universidade Federal de Mato Grosso do Sul;MS;Bacharel em Ciência da Computação;1997;;2019;Ciências da Computação;2000;Ciências da Computação;2005;4;2;33;0;20;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;
87;8523160729458123;Bruno Barbieri de Pontes Cafeo;M;13;22;1.6923076923076923;5.775;0.4545454545454546;8;5;0.38461538461538464;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado em Ciências de Computação;2009;;2016;Ciências da Computação e Matemática Computacional;2011;Informática;2015;0;0;0;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;
88;8581503118993784;Brivaldo Alves da Silva Junior;M;15;4;0.26666666666666666;1.6;1.0;9;4;0.26666666666666666;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado Em Ciência da Computação;2007;;;Ciência da Computação;2013;Ciência da Computação;;1;0;2;0;4;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação
89;8589321395226317;Vanessa Araujo Borges;F;15;6;0.4;2.125;0.5;5;0;0.0;Universidade Federal de Mato Grosso do Sul;MS;Ciência da Computação;2007;;;Ciências da Computação e Matemática Computacional;2010;Ciências da Computação e Matemática Computacional;2017;0;0;0;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Banco de Dados
90;8683914780987242;Guido Costa Souza de Araújo;M;38;91;2.3947368421052633;40.3;0.6923076923076923;7;15;0.39473684210526316;Universidade Estadual de Campinas;SP;Engenharia Elétrica;1984;;;Engenharia Elétrica;1988;Electrical Engineering;1997;8;1;2;0;21;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação
91;8727696388257523;Jucele França de Alencar Vasconcellos;F;27;8;0.2962962962962963;3.95;1.0;0;5;0.18518518518518517;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado em Ciência da Computaçãol;1995;;;Ciência da Computação;1998;Ciência da Computação;2018;0;0;0;0;1;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação
92;8776010645289106;Jane Dirce Alves Sandim Eleutério;F;19;14;0.7368421052631579;1.225;0.2142857142857143;8;2;0.10526315789473684;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado em Análise de Sistemas;2003;;;Ciências da Computação e Matemática Computacional;2006;Ciência da Computação;2017;1;1;1;0;5;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;
93;8808884844055224;Ronaldo Alves Ferreira;M;30;19;0.6333333333333333;8.825;0.631578947368421;0;10;0.3333333333333333;Universidade Federal de Mato Grosso do Sul;MS;Ciência da Computação;1992;;2016;Ciência da Computação;1998;Computer Science;2006;2;2;6;2;12;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação
94;8827589212510637;Luciano Édipo Pereira da Silva;M;13;6;0.46153846153846156;1.5;0.6666666666666667;8;4;0.3076923076923077;Universidade Federal de Mato Grosso do Sul;MS;Sistemas de Informação;2009;;;Ciência da Computação;2013;;;0;0;0;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação
95;8872648473020443;Liana Dessandre Duenha;F;23;21;0.9130434782608695;7.425;0.7142857142857143;0;3;0.13043478260869565;Universidade Federal de Mato Grosso do Sul;MS;Ciência da Computação;1999;;;Ciência da Computação;2002;Doutorado em Ciência da Computação - UNICAMP;2015;1;1;22;0;11;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
96;8992362063539452;Renato Porfirio Ishii;M;22;16;0.7272727272727273;5.7;0.6875;5;6;0.2727272727272727;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado Em Análise de Sistemas;2000;;;Ciências da Computação e Matemática Computacional;2004;Ciências da Computação e Matemática Computacional;2010;0;1;0;0;1;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação
97;9093331241572944;Ricardo Dahab;M;44;65;1.4772727272727273;22.525000000000002;0.676923076923077;9;13;0.29545454545454547;Universidade Estadual de Campinas;SP;Ciencia da Computação;1978;;;Ciência da Computação;1984;Combinatória e Otimização;1993;6;1;2;3;16;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
98;9132624748630216;Francisco Eloi Soares de Araujo;M;37;12;0.32432432432432434;5.85;0.75;0;8;0.21621621621621623;Universidade Federal de Mato Grosso do Sul;MS;Medicina Veterinária;1985;;2016;Matemática Aplicada;1998;Ciências da Computação;2012;1;0;1;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
99;9160943574918408;Edna Ayako Hoshino;F;29;15;0.5172413793103449;1.475;0.6666666666666667;0;6;0.20689655172413793;Universidade Federal de Mato Grosso do Sul;MS;Ciência da Computação;1993;;;Ciência da Computação;2002;Ciência da Computação;2009;1;1;1;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Matemática da Computação
100;9600140904712115;Hélio Pedrini;M;36;192;5.333333333333333;66.025;0.6302083333333333;7;14;0.3888888888888889;Universidade Estadual de Campinas;SP;Ciencia da Computacao;1986;;;Engenharia Elétrica;1994;Engenharia Eletrica;2000;0;1;0;0;0;ENGENHARIAS;Engenharia Elétrica;Processamento de Imagens
101;9612704468357790;Nelson Luis Saldanha da Fonseca;M;38;194;5.105263157894737;95.575;0.7783505154639175;0;9;0.23684210526315788;Universidade Estadual de Campinas;SP;Engenharia Elétrica Com Ênfase Em Sistemas;1984;;;Mestrado em Ciência da Computação;1987;PhD in Computer Engineering;1994;2;0;3;0;28;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação
102;9737651420191313;Bianca de Almeida Dantas;F;20;9;0.45;2.1750000000000003;0.5555555555555556;4;4;0.2;Universidade Federal de Mato Grosso do Sul;MS;Bacharelado Em Ciência da Computação;2002;;;Ciência da Computação;2006;Ciência da Computação;2016;0;1;37;0;2;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
103;9783560852644016;Guilherme Pimentel Telles;M;27;26;0.9629629629629629;7.375;0.6538461538461539;6;6;0.2222222222222222;Universidade Estadual de Campinas;SP;Bacharelado Em Ciência da Computação;1995;;;Ciência da Computação;1997;Ciência da Computação;2002;0;0;2;0;3;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
104;9830590737740134;Leandro Aparecido Villas;M;18;102;5.666666666666667;47.6;0.7156862745098039;0;6;0.3333333333333333;Universidade Estadual de Campinas;SP;Ciência da Computação;2004;;2013;Ciência da Computação;2007;Ciências da Computação;2012;0;0;0;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação
105;9852157976516603;Cid Carvalho de Souza;M;37;51;1.3783783783783783;13.05;0.7843137254901961;10;15;0.40540540540540543;Universidade Estadual de Campinas;SP;Engenharia Elétrica Ênfase Em Sistemas;1985;;1994;Engenharia Elétrica;1989;Doutorado Em Ciências Aplicadas;1993;6;1;2;1;5;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Matemática da Computação
106;9894041622322471;Ana Karina Dourado Salina de Oliveira;F;27;4;0.14814814814814814;0.0;0.0;0;3;0.1111111111111111;Universidade Federal de Mato Grosso do Sul;MS;Ciência da Computação;1995;;;Ciências da Computação;2002;Doutorado em Ciência da Computação - UNICAMP;2017;1;0;2;0;0;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Teoria da Computação
