,conferencias,qualis_conferencias,periodicos,qualis_periodicos
1186,simposio brasileiro de pesquisa operacional,,NA,
1187,NA,,NA,
1188,NA,,NA,
1189,simposio brasileiro de pesquisa operacional,,NA,
1190,NA,,NA,
1191,international workshop,,NA,
1192,NA,,NA,
1193,international conference on parallel and distributed processing techniques and applications,,NA,
1194,NA,,NA,
1195,NA,,NA,
1196,NA,,performance evaluation,
1197,NA,,NA,
1198,simposio brasileiro de pesquisa operacional,,NA,
1199,NA,,NA,
1200,NA,,NA,
1201,NA,,NA,
1202,NA,,NA,
1203,NA,,NA,
1204,NA,,NA,
1205,NA,,NA,
1206,NA,,NA,
1207,NA,,NA,
1208,NA,,NA,
1209,NA,,NA,
1210,NA,,letronica,
1211,NA,,statistical methodology,
1212,NA,,NA,
1213,NA,,NA,
1214,NA,,NA,
1215,NA,,NA,
1216,NA,,NA,
1217,NA,,NA,
1218,NA,,NA,
1219,NA,,NA,
1220,NA,,NA,
1221,NA,,NA,
1222,NA,,NA,
1223,NA,,NA,
1224,NA,,NA,
1225,NA,,NA,
1226,NA,,NA,
1227,NA,,NA,
1228,NA,,NA,
1229,NA,,NA,
1230,NA,,NA,
1231,NA,,NA,
1232,"ieee international conference on electronics, circuits and systems",,NA,
1233,NA,,NA,
1234,NA,,NA,
1235,NA,,NA,
1236,NA,,NA,
1237,NA,,NA,
1238,NA,,NA,
1239,NA,,NA,
1240,NA,,NA,
1241,NA,,NA,
1242,NA,,NA,
1243,NA,,NA,
1244,NA,,NA,
1245,NA,,NA,
1246,NA,,NA,
1247,NA,,data,
1248,NA,,data,
1249,NA,,data,
1250,NA,,data,
1251,NA,,data,
1252,NA,,data,
1253,NA,,letronica,
1254,NA,,top,
1255,NA,,participacao,
1256,NA,,participacao,
1257,NA,,participacao,
1258,NA,,participacao,
1259,NA,,participacao,
1260,NA,,participacao,
1261,NA,,participacao,
1262,NA,,participacao,
1263,NA,,participacao,
1264,NA,,participacao,
1265,NA,,participacao,
1266,NA,,participacao,
1267,NA,,participacao,
1268,NA,,participacao,
1269,NA,,participacao,
1270,NA,,participacao,
1271,NA,,participacao,
1272,NA,,participacao,
1273,NA,,participacao,
1274,NA,,participacao,
1275,NA,,participacao,
1276,NA,,participacao,
1277,NA,,participacao,
1278,NA,,participacao,
1279,NA,,participacao,
1280,NA,,participacao,
1281,NA,,participacao,
1282,NA,,participacao,
1283,NA,,participacao,
1284,NA,,participacao,
1285,NA,,participacao,
1286,NA,,participacao,
1287,NA,,NA,
1288,NA,,letronica,
1289,NA,,NA,
1290,NA,,NA,
1291,NA,,NA,
1292,NA,,NA,
1293,NA,,NA,
1294,NA,,NA,
1295,NA,,NA,
1296,NA,,NA,
1297,ieee international system-on-chip conference,,NA,
1298,ieee international symposium on rapid system prototyping,,NA,
1299,NA,,NA,
1300,NA,,NA,
1301,NA,,NA,
1302,international conference on industry applications,,NA,
1303,NA,,NA,
1304,NA,,NA,
1305,NA,,NA,
1306,NA,,NA,
1307,NA,,NA,
1308,international symposium on computer architecture,,computer,
1309,NA,,NA,
1310,NA,,NA,
1311,simposio brasileiro de pesquisa operacional,,NA,
1312,NA,,NA,
1313,international symposium on computer architecture,,computer,
1314,NA,,NA,
1315,NA,,NA,
1316,NA,,NA,
1317,international workshop,,NA,
1318,NA,,NA,
1319,NA,,inteligencia artificial,
1320,NA,,NA,
1321,NA,,NA,
1322,NA,,NA,
1323,NA,,NA,
1324,NA,,NA,
1325,NA,,NA,
1326,NA,,NA,
1327,NA,,NA,
1328,NA,,NA,
1329,NA,,NA,
1330,NA,,NA,
1331,NA,,NA,
1332,international symposium on computer architecture,,computer,
1333,NA,,NA,
1334,NA,,NA,
1335,NA,,NA,
1336,NA,,NA,
1337,NA,,NA,
1338,NA,,NA,
1339,NA,,NA,
1340,NA,,NA,
1341,NA,,NA,
1342,NA,,NA,
1343,NA,,NA,
1344,NA,,NA,
1345,NA,,NA,
1346,NA,,NA,
1347,NA,,NA,
1348,NA,,NA,
1349,NA,,NA,
1350,NA,,NA,
1351,NA,,NA,
1352,NA,,NA,
1353,NA,,NA,
1354,NA,,NA,
1355,NA,,NA,
1356,NA,,NA,
1357,NA,,NA,
1358,NA,,NA,
1359,NA,,NA,
1360,NA,,NA,
1361,NA,,NA,
1362,NA,,NA,
1363,NA,,NA,
1364,NA,,NA,
1365,NA,,NA,
1366,NA,,NA,
1367,NA,,NA,
1368,NA,,NA,
1369,NA,,NA,
1370,NA,,NA,
1371,NA,,NA,
1372,NA,,NA,
1373,NA,,NA,
1374,NA,,NA,
1375,NA,,NA,
1376,NA,,NA,
1377,NA,,NA,
1378,NA,,NA,
1379,NA,,NA,
1380,NA,,NA,
1381,NA,,NA,
1382,NA,,NA,
1383,NA,,NA,
1384,NA,,NA,
1385,NA,,NA,
1386,NA,,NA,
1387,NA,,NA,
1388,NA,,NA,
1389,NA,,NA,
1390,NA,,NA,
1391,NA,,NA,
1392,NA,,NA,
1393,NA,,NA,
1394,NA,,NA,
1395,NA,,letronica,
1396,NA,,NA,
1397,NA,,NA,
1398,NA,,NA,
1399,NA,,NA,
1400,NA,,NA,
1401,NA,,NA,
1402,NA,,NA,
1403,NA,,NA,
1404,NA,,NA,
1405,NA,,NA,
1406,NA,,NA,
1407,NA,,NA,
1408,NA,,NA,
1409,NA,,NA,
1410,NA,,NA,
1411,NA,,letronica,
1412,NA,,letronica,
1413,NA,,letronica,
1414,NA,,NA,
1415,NA,,NA,
1416,NA,,NA,
1417,NA,,NA,
1418,NA,,NA,
1419,NA,,data,
1420,NA,,data,
1421,NA,,data,
1422,NA,,data,
1423,NA,,data,
1424,NA,,data,
1425,NA,,letronica,
1426,NA,,NA,
1427,NA,,top,
1428,NA,,NA,
1429,NA,,NA,
1430,NA,,NA,
1431,NA,,NA,
1432,NA,,NA,
1433,NA,,revista eletronica de iniciacao cientifica,
1434,NA,,international journal of agricultural and environmental information systems,
1435,NA,,international journal of agricultural and environmental information systems,
1436,NA,,revista brasileira de biometria,
1437,NA,,revista eletronica de iniciacao cientifica,
1438,NA,,journal of parallel and distributed computing,
1439,NA,,computer,
1440,NA,,design automation for embedded systems,
1441,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
1442,NA,,computer,
1443,NA,,computer,
1444,NA,,international journal of high performance systems architecture,
1445,NA,,NA,
1446,NA,,NA,
1447,NA,,NA,
1448,NA,,NA,
1449,simposio em sistemas computacionais de alto desempenho,,NA,
1450,simposio em sistemas computacionais de alto desempenho,,NA,
1451,international symposium on computer architecture,,computer,
1452,simposio em sistemas computacionais de alto desempenho,,NA,
1453,NA,,NA,
1454,international symposium on computer architecture,,computer,
1455,workshop on applications for multi-core architectures,,computer,
1456,ieee international system-on-chip conference,,NA,
1457,simposio em sistemas computacionais de alto desempenho,,NA,
1458,NA,,NA,
1459,ieee frontiers in education conference,,computer,
1460,ieee frontiers in education conference,,computer,
1461,simposio em sistemas computacionais de alto desempenho,,NA,
1462,NA,,NA,
1463,NA,,NA,
1464,NA,,NA,
1465,NA,,NA,
1466,NA,,computer,
1467,simposio brasileiro de pesquisa operacional,,NA,
1468,international conference on industry applications,,NA,
1469,brazilian symposium on programming languages,,NA,
1470,NA,,NA,
1471,NA,,NA,
1472,NA,,NA,
1473,brazilian symposium on programming languages,,NA,
1474,simposio brasileiro de pesquisa operacional,,NA,
1475,NA,,NA,
1476,NA,,NA,
1477,simposio brasileiro de pesquisa operacional,,NA,
1478,NA,,NA,
1479,international workshop,,NA,
1480,NA,,NA,
1481,international conference on parallel and distributed processing techniques and applications,,NA,
1482,NA,,NA,
1483,NA,,NA,
1484,NA,,performance evaluation,
1485,NA,,NA,
1486,simposio brasileiro de pesquisa operacional,,NA,
1487,NA,,NA,
1488,NA,,NA,
1489,NA,,NA,
1490,NA,,NA,
1491,NA,,NA,
1492,NA,,NA,
1493,NA,,NA,
1494,NA,,NA,
1495,NA,,NA,
1496,NA,,NA,
1497,NA,,NA,
1498,NA,,letronica,
1499,NA,,statistical methodology,
1500,NA,,NA,
1501,NA,,NA,
1502,NA,,NA,
1503,NA,,NA,
1504,NA,,NA,
1505,NA,,NA,
1506,NA,,NA,
1507,NA,,NA,
1508,NA,,NA,
1509,NA,,NA,
1510,NA,,NA,
1511,NA,,NA,
1512,NA,,NA,
1513,NA,,NA,
1514,NA,,NA,
1515,NA,,NA,
1516,NA,,NA,
1517,NA,,NA,
1518,NA,,NA,
1519,NA,,NA,
1520,"ieee international conference on electronics, circuits and systems",,NA,
1521,NA,,NA,
1522,NA,,NA,
1523,NA,,NA,
1524,NA,,NA,
1525,NA,,NA,
1526,NA,,NA,
1527,NA,,NA,
1528,NA,,NA,
1529,NA,,NA,
1530,NA,,NA,
1531,NA,,NA,
1532,NA,,NA,
1533,NA,,NA,
1534,NA,,NA,
1535,NA,,data,
1536,NA,,data,
1537,NA,,data,
1538,NA,,data,
1539,NA,,data,
1540,NA,,data,
1541,NA,,letronica,
1542,NA,,top,
1543,NA,,participacao,
1544,NA,,participacao,
1545,NA,,participacao,
1546,NA,,participacao,
1547,NA,,participacao,
1548,NA,,participacao,
1549,NA,,participacao,
1550,NA,,participacao,
1551,NA,,participacao,
1552,NA,,participacao,
1553,NA,,participacao,
1554,NA,,participacao,
1555,NA,,participacao,
1556,NA,,participacao,
1557,NA,,participacao,
1558,NA,,participacao,
1559,NA,,participacao,
1560,NA,,participacao,
1561,NA,,participacao,
1562,NA,,participacao,
1563,NA,,participacao,
1564,NA,,participacao,
1565,NA,,participacao,
1566,NA,,participacao,
1567,NA,,participacao,
1568,NA,,participacao,
1569,NA,,participacao,
1570,NA,,participacao,
1571,NA,,participacao,
1572,NA,,participacao,
1573,NA,,participacao,
1574,NA,,participacao,
1575,NA,,NA,
1576,NA,,letronica,
1577,NA,,NA,
1578,NA,,NA,
1579,NA,,NA,
1580,NA,,NA,
1581,NA,,NA,
1582,NA,,NA,
1583,NA,,NA,
1584,NA,,NA,
1585,ieee international system-on-chip conference,,NA,
1586,ieee international symposium on rapid system prototyping,,NA,
1587,NA,,NA,
1588,NA,,NA,
1589,NA,,NA,
1590,international conference on industry applications,,NA,
1591,NA,,NA,
1592,NA,,NA,
1593,NA,,NA,
1594,NA,,NA,
1595,NA,,NA,
1596,international symposium on computer architecture,,computer,
1597,NA,,NA,
1598,NA,,NA,
1599,simposio brasileiro de pesquisa operacional,,NA,
1600,NA,,NA,
1601,international symposium on computer architecture,,computer,
1602,NA,,NA,
1603,NA,,NA,
1604,NA,,NA,
1605,international workshop,,NA,
1606,NA,,NA,
1607,NA,,inteligencia artificial,
1608,NA,,NA,
1609,NA,,NA,
1610,NA,,NA,
1611,NA,,NA,
1612,NA,,NA,
1613,NA,,NA,
1614,NA,,NA,
1615,NA,,NA,
1616,NA,,NA,
1617,NA,,NA,
1618,NA,,NA,
1619,NA,,NA,
1620,international symposium on computer architecture,,computer,
1621,NA,,NA,
1622,NA,,NA,
1623,NA,,NA,
1624,NA,,NA,
1625,NA,,NA,
1626,NA,,NA,
1627,NA,,NA,
1628,NA,,NA,
1629,NA,,NA,
1630,NA,,NA,
1631,NA,,NA,
1632,NA,,NA,
1633,NA,,NA,
1634,NA,,NA,
1635,NA,,NA,
1636,NA,,NA,
1637,NA,,NA,
1638,NA,,NA,
1639,NA,,NA,
1640,NA,,NA,
1641,NA,,NA,
1642,NA,,NA,
1643,NA,,NA,
1644,NA,,NA,
1645,NA,,NA,
1646,NA,,NA,
1647,NA,,NA,
1648,NA,,NA,
1649,NA,,NA,
1650,NA,,NA,
1651,NA,,NA,
1652,NA,,NA,
1653,NA,,NA,
1654,NA,,NA,
1655,NA,,NA,
1656,NA,,NA,
1657,NA,,NA,
1658,NA,,NA,
1659,NA,,NA,
1660,NA,,NA,
1661,NA,,NA,
1662,NA,,NA,
1663,NA,,NA,
1664,NA,,NA,
1665,NA,,NA,
1666,NA,,NA,
1667,NA,,NA,
1668,NA,,NA,
1669,NA,,NA,
1670,NA,,NA,
1671,NA,,NA,
1672,NA,,NA,
1673,NA,,NA,
1674,NA,,NA,
1675,NA,,NA,
1676,NA,,NA,
1677,NA,,NA,
1678,NA,,NA,
1679,NA,,NA,
1680,NA,,NA,
1681,NA,,NA,
1682,NA,,NA,
1683,NA,,letronica,
1684,NA,,NA,
1685,NA,,NA,
1686,NA,,NA,
1687,NA,,NA,
1688,NA,,NA,
1689,NA,,NA,
1690,NA,,NA,
1691,NA,,NA,
1692,NA,,NA,
1693,NA,,NA,
1694,NA,,NA,
1695,NA,,NA,
1696,NA,,NA,
1697,NA,,NA,
1698,NA,,NA,
1699,NA,,letronica,
1700,NA,,letronica,
1701,NA,,letronica,
1702,NA,,NA,
1703,NA,,NA,
1704,NA,,NA,
1705,NA,,NA,
1706,NA,,NA,
1707,NA,,data,
1708,NA,,data,
1709,NA,,data,
1710,NA,,data,
1711,NA,,data,
1712,NA,,data,
1713,NA,,letronica,
1714,NA,,NA,
1715,NA,,top,
1716,NA,,NA,
1717,NA,,NA,
1718,NA,,NA,
1719,NA,,NA,
1720,NA,,NA,
1721,NA,,journal of parallel and distributed computing,
1722,NA,,international journal of agricultural and environmental information systems,
1723,NA,,international journal of agricultural and environmental information systems,
1724,NA,,revista brasileira de biometria,
1725,NA,,revista eletronica de iniciacao cientifica,
1726,NA,,journal of parallel and distributed computing,
1727,NA,,computer,
1728,NA,,design automation for embedded systems,
1729,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
1730,NA,,computer,
1731,NA,,computer,
1732,NA,,international journal of high performance systems architecture,
1733,NA,,NA,
1734,NA,,NA,
1735,NA,,NA,
1736,NA,,NA,
1737,simposio em sistemas computacionais de alto desempenho,,NA,
1738,simposio em sistemas computacionais de alto desempenho,,NA,
1739,international symposium on computer architecture,,computer,
1740,simposio em sistemas computacionais de alto desempenho,,NA,
1741,NA,,NA,
1742,international symposium on computer architecture,,computer,
1743,workshop on applications for multi-core architectures,,computer,
1744,ieee international system-on-chip conference,,NA,
1745,simposio em sistemas computacionais de alto desempenho,,NA,
1746,NA,,NA,
1747,ieee frontiers in education conference,,computer,
1748,ieee frontiers in education conference,,computer,
1749,simposio em sistemas computacionais de alto desempenho,,NA,
1750,NA,,NA,
1751,NA,,NA,
1752,NA,,NA,
1753,NA,,NA,
1754,NA,,computer,
1755,simposio brasileiro de pesquisa operacional,,NA,
1756,international conference on industry applications,,NA,
1757,brazilian symposium on programming languages,,NA,
1758,NA,,NA,
1759,NA,,NA,
1760,NA,,NA,
1761,brazilian symposium on programming languages,,NA,
1762,simposio brasileiro de pesquisa operacional,,NA,
1763,NA,,NA,
1764,NA,,NA,
1765,simposio brasileiro de pesquisa operacional,,NA,
1766,NA,,NA,
1767,international workshop,,NA,
1768,NA,,NA,
1769,international conference on parallel and distributed processing techniques and applications,,NA,
1770,NA,,NA,
1771,NA,,NA,
1772,NA,,performance evaluation,
1773,NA,,NA,
1774,simposio brasileiro de pesquisa operacional,,NA,
1775,NA,,NA,
1776,NA,,NA,
1777,NA,,NA,
1778,NA,,NA,
1779,NA,,NA,
1780,NA,,NA,
1781,NA,,NA,
1782,NA,,NA,
1783,NA,,NA,
1784,NA,,NA,
1785,NA,,NA,
1786,NA,,letronica,
1787,NA,,statistical methodology,
1788,NA,,NA,
1789,NA,,NA,
1790,NA,,NA,
1791,NA,,NA,
1792,NA,,NA,
1793,NA,,NA,
1794,NA,,NA,
1795,NA,,NA,
1796,NA,,NA,
1797,NA,,NA,
1798,NA,,NA,
1799,NA,,NA,
1800,NA,,NA,
1801,NA,,NA,
1802,NA,,NA,
1803,NA,,NA,
1804,NA,,NA,
1805,NA,,NA,
1806,NA,,NA,
1807,NA,,NA,
1808,"ieee international conference on electronics, circuits and systems",,NA,
1809,NA,,NA,
1810,NA,,NA,
1811,NA,,NA,
1812,NA,,NA,
1813,NA,,NA,
1814,NA,,NA,
1815,NA,,NA,
1816,NA,,NA,
1817,NA,,NA,
1818,NA,,NA,
1819,NA,,NA,
1820,NA,,NA,
1821,NA,,NA,
1822,NA,,NA,
1823,NA,,data,
1824,NA,,data,
1825,NA,,data,
1826,NA,,data,
1827,NA,,data,
1828,NA,,data,
1829,NA,,letronica,
1830,NA,,top,
1831,NA,,participacao,
1832,NA,,participacao,
1833,NA,,participacao,
1834,NA,,participacao,
1835,NA,,participacao,
1836,NA,,participacao,
1837,NA,,participacao,
1838,NA,,participacao,
1839,NA,,participacao,
1840,NA,,participacao,
1841,NA,,participacao,
1842,NA,,participacao,
1843,NA,,participacao,
1844,NA,,participacao,
1845,NA,,participacao,
1846,NA,,participacao,
1847,NA,,participacao,
1848,NA,,participacao,
1849,NA,,participacao,
1850,NA,,participacao,
1851,NA,,participacao,
1852,NA,,participacao,
1853,NA,,participacao,
1854,NA,,participacao,
1855,NA,,participacao,
1856,NA,,participacao,
1857,NA,,participacao,
1858,NA,,participacao,
1859,NA,,participacao,
1860,NA,,participacao,
1861,NA,,participacao,
1862,NA,,participacao,
1863,NA,,NA,
1864,NA,,letronica,
1865,NA,,NA,
1866,NA,,NA,
1867,NA,,NA,
1868,NA,,NA,
1869,NA,,NA,
1870,NA,,NA,
1871,NA,,NA,
1872,NA,,NA,
1873,ieee international system-on-chip conference,,NA,
1874,ieee international symposium on rapid system prototyping,,NA,
1875,NA,,NA,
1876,NA,,NA,
1877,NA,,NA,
1878,international conference on industry applications,,NA,
1879,NA,,NA,
1880,NA,,NA,
1881,NA,,NA,
1882,NA,,NA,
1883,NA,,NA,
1884,international symposium on computer architecture,,computer,
1885,NA,,NA,
1886,NA,,NA,
1887,simposio brasileiro de pesquisa operacional,,NA,
1888,NA,,NA,
1889,international symposium on computer architecture,,computer,
1890,NA,,NA,
1891,NA,,NA,
1892,NA,,NA,
1893,international workshop,,NA,
1894,NA,,NA,
1895,NA,,inteligencia artificial,
1896,NA,,NA,
1897,NA,,NA,
1898,NA,,NA,
1899,NA,,NA,
1900,NA,,NA,
1901,NA,,NA,
1902,NA,,NA,
1903,NA,,NA,
1904,NA,,NA,
1905,NA,,NA,
1906,NA,,NA,
1907,NA,,NA,
1908,international symposium on computer architecture,,computer,
1909,NA,,NA,
1910,NA,,NA,
1911,NA,,NA,
1912,NA,,NA,
1913,NA,,NA,
1914,NA,,NA,
1915,NA,,NA,
1916,NA,,NA,
1917,NA,,NA,
1918,NA,,NA,
1919,NA,,NA,
1920,NA,,NA,
1921,NA,,NA,
1922,NA,,NA,
1923,NA,,NA,
1924,NA,,NA,
1925,NA,,NA,
1926,NA,,NA,
1927,NA,,NA,
1928,NA,,NA,
1929,NA,,NA,
1930,NA,,NA,
1931,NA,,NA,
1932,NA,,NA,
1933,NA,,NA,
1934,NA,,NA,
1935,NA,,NA,
1936,NA,,NA,
1937,NA,,NA,
1938,NA,,NA,
1939,NA,,NA,
1940,NA,,NA,
1941,NA,,NA,
1942,NA,,NA,
1943,NA,,NA,
1944,NA,,NA,
1945,NA,,NA,
1946,NA,,NA,
1947,NA,,NA,
1948,NA,,NA,
1949,NA,,NA,
1950,NA,,NA,
1951,NA,,NA,
1952,NA,,NA,
1953,NA,,NA,
1954,NA,,NA,
1955,NA,,NA,
1956,NA,,NA,
1957,NA,,NA,
1958,NA,,NA,
1959,NA,,NA,
1960,NA,,NA,
1961,NA,,NA,
1962,NA,,NA,
1963,NA,,NA,
1964,NA,,NA,
1965,NA,,NA,
1966,NA,,NA,
1967,NA,,NA,
1968,NA,,NA,
1969,NA,,NA,
1970,NA,,NA,
1971,NA,,letronica,
1972,NA,,NA,
1973,NA,,NA,
1974,NA,,NA,
1975,NA,,NA,
1976,NA,,NA,
1977,NA,,NA,
1978,NA,,NA,
1979,NA,,NA,
1980,NA,,NA,
1981,NA,,NA,
1982,NA,,NA,
1983,NA,,NA,
1984,NA,,NA,
1985,NA,,NA,
1986,NA,,NA,
1987,NA,,letronica,
1988,NA,,letronica,
1989,NA,,letronica,
1990,NA,,NA,
1991,NA,,NA,
1992,NA,,NA,
1993,NA,,NA,
1994,NA,,NA,
1995,NA,,data,
1996,NA,,data,
1997,NA,,data,
1998,NA,,data,
1999,NA,,data,
2000,NA,,data,
2001,NA,,letronica,
2002,NA,,NA,
2003,NA,,top,
2004,NA,,NA,
2005,NA,,NA,
2006,NA,,NA,
2007,NA,,NA,
2008,NA,,NA,
2009,NA,,computer,
2010,NA,,international journal of agricultural and environmental information systems,
2011,NA,,international journal of agricultural and environmental information systems,
2012,NA,,revista brasileira de biometria,
2013,NA,,revista eletronica de iniciacao cientifica,
2014,NA,,journal of parallel and distributed computing,
2015,NA,,computer,
2016,NA,,design automation for embedded systems,
2017,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
2018,NA,,computer,
2019,NA,,computer,
2020,NA,,international journal of high performance systems architecture,
2021,NA,,NA,
2022,NA,,NA,
2023,NA,,NA,
2024,NA,,NA,
2025,simposio em sistemas computacionais de alto desempenho,,NA,
2026,simposio em sistemas computacionais de alto desempenho,,NA,
2027,international symposium on computer architecture,,computer,
2028,simposio em sistemas computacionais de alto desempenho,,NA,
2029,NA,,NA,
2030,international symposium on computer architecture,,computer,
2031,workshop on applications for multi-core architectures,,computer,
2032,ieee international system-on-chip conference,,NA,
2033,simposio em sistemas computacionais de alto desempenho,,NA,
2034,NA,,NA,
2035,ieee frontiers in education conference,,computer,
2036,ieee frontiers in education conference,,computer,
2037,simposio em sistemas computacionais de alto desempenho,,NA,
2038,NA,,NA,
2039,NA,,NA,
2040,NA,,NA,
2041,NA,,NA,
2042,NA,,computer,
2043,simposio brasileiro de pesquisa operacional,,NA,
2044,international conference on industry applications,,NA,
2045,brazilian symposium on programming languages,,NA,
2046,NA,,NA,
2047,NA,,NA,
2048,NA,,NA,
2049,brazilian symposium on programming languages,,NA,
2050,simposio brasileiro de pesquisa operacional,,NA,
2051,NA,,NA,
2052,NA,,NA,
2053,simposio brasileiro de pesquisa operacional,,NA,
2054,NA,,NA,
2055,international workshop,,NA,
2056,NA,,NA,
2057,international conference on parallel and distributed processing techniques and applications,,NA,
2058,NA,,NA,
2059,NA,,NA,
2060,NA,,performance evaluation,
2061,NA,,NA,
2062,simposio brasileiro de pesquisa operacional,,NA,
2063,NA,,NA,
2064,NA,,NA,
2065,NA,,NA,
2066,NA,,NA,
2067,NA,,NA,
2068,NA,,NA,
2069,NA,,NA,
2070,NA,,NA,
2071,NA,,NA,
2072,NA,,NA,
2073,NA,,NA,
2074,NA,,letronica,
2075,NA,,statistical methodology,
2076,NA,,NA,
2077,NA,,NA,
2078,NA,,NA,
2079,NA,,NA,
2080,NA,,NA,
2081,NA,,NA,
2082,NA,,NA,
2083,NA,,NA,
2084,NA,,NA,
2085,NA,,NA,
2086,NA,,NA,
2087,NA,,NA,
2088,NA,,NA,
2089,NA,,NA,
2090,NA,,NA,
2091,NA,,NA,
2092,NA,,NA,
2093,NA,,NA,
2094,NA,,NA,
2095,NA,,NA,
2096,"ieee international conference on electronics, circuits and systems",,NA,
2097,NA,,NA,
2098,NA,,NA,
2099,NA,,NA,
2100,NA,,NA,
2101,NA,,NA,
2102,NA,,NA,
2103,NA,,NA,
2104,NA,,NA,
2105,NA,,NA,
2106,NA,,NA,
2107,NA,,NA,
2108,NA,,NA,
2109,NA,,NA,
2110,NA,,NA,
2111,NA,,data,
2112,NA,,data,
2113,NA,,data,
2114,NA,,data,
2115,NA,,data,
2116,NA,,data,
2117,NA,,letronica,
2118,NA,,top,
2119,NA,,participacao,
2120,NA,,participacao,
2121,NA,,participacao,
2122,NA,,participacao,
2123,NA,,participacao,
2124,NA,,participacao,
2125,NA,,participacao,
2126,NA,,participacao,
2127,NA,,participacao,
2128,NA,,participacao,
2129,NA,,participacao,
2130,NA,,participacao,
2131,NA,,participacao,
2132,NA,,participacao,
2133,NA,,participacao,
2134,NA,,participacao,
2135,NA,,participacao,
2136,NA,,participacao,
2137,NA,,participacao,
2138,NA,,participacao,
2139,NA,,participacao,
2140,NA,,participacao,
2141,NA,,participacao,
2142,NA,,participacao,
2143,NA,,participacao,
2144,NA,,participacao,
2145,NA,,participacao,
2146,NA,,participacao,
2147,NA,,participacao,
2148,NA,,participacao,
2149,NA,,participacao,
2150,NA,,participacao,
2151,NA,,NA,
2152,NA,,letronica,
2153,NA,,NA,
2154,NA,,NA,
2155,NA,,NA,
2156,NA,,NA,
2157,NA,,NA,
2158,NA,,NA,
2159,NA,,NA,
2160,NA,,NA,
2161,ieee international system-on-chip conference,,NA,
2162,ieee international symposium on rapid system prototyping,,NA,
2163,NA,,NA,
2164,NA,,NA,
2165,NA,,NA,
2166,international conference on industry applications,,NA,
2167,NA,,NA,
2168,NA,,NA,
2169,NA,,NA,
2170,NA,,NA,
2171,NA,,NA,
2172,international symposium on computer architecture,,computer,
2173,NA,,NA,
2174,NA,,NA,
2175,simposio brasileiro de pesquisa operacional,,NA,
2176,NA,,NA,
2177,international symposium on computer architecture,,computer,
2178,NA,,NA,
2179,NA,,NA,
2180,NA,,NA,
2181,international workshop,,NA,
2182,NA,,NA,
2183,NA,,inteligencia artificial,
2184,NA,,NA,
2185,NA,,NA,
2186,NA,,NA,
2187,NA,,NA,
2188,NA,,NA,
2189,NA,,NA,
2190,NA,,NA,
2191,NA,,NA,
2192,NA,,NA,
2193,NA,,NA,
2194,NA,,NA,
2195,NA,,NA,
2196,international symposium on computer architecture,,computer,
2197,NA,,NA,
2198,NA,,NA,
2199,NA,,NA,
2200,NA,,NA,
2201,NA,,NA,
2202,NA,,NA,
2203,NA,,NA,
2204,NA,,NA,
2205,NA,,NA,
2206,NA,,NA,
2207,NA,,NA,
2208,NA,,NA,
2209,NA,,NA,
2210,NA,,NA,
2211,NA,,NA,
2212,NA,,NA,
2213,NA,,NA,
2214,NA,,NA,
2215,NA,,NA,
2216,NA,,NA,
2217,NA,,NA,
2218,NA,,NA,
2219,NA,,NA,
2220,NA,,NA,
2221,NA,,NA,
2222,NA,,NA,
2223,NA,,NA,
2224,NA,,NA,
2225,NA,,NA,
2226,NA,,NA,
2227,NA,,NA,
2228,NA,,NA,
2229,NA,,NA,
2230,NA,,NA,
2231,NA,,NA,
2232,NA,,NA,
2233,NA,,NA,
2234,NA,,NA,
2235,NA,,NA,
2236,NA,,NA,
2237,NA,,NA,
2238,NA,,NA,
2239,NA,,NA,
2240,NA,,NA,
2241,NA,,NA,
2242,NA,,NA,
2243,NA,,NA,
2244,NA,,NA,
2245,NA,,NA,
2246,NA,,NA,
2247,NA,,NA,
2248,NA,,NA,
2249,NA,,NA,
2250,NA,,NA,
2251,NA,,NA,
2252,NA,,NA,
2253,NA,,NA,
2254,NA,,NA,
2255,NA,,NA,
2256,NA,,NA,
2257,NA,,NA,
2258,NA,,NA,
2259,NA,,letronica,
2260,NA,,NA,
2261,NA,,NA,
2262,NA,,NA,
2263,NA,,NA,
2264,NA,,NA,
2265,NA,,NA,
2266,NA,,NA,
2267,NA,,NA,
2268,NA,,NA,
2269,NA,,NA,
2270,NA,,NA,
2271,NA,,NA,
2272,NA,,NA,
2273,NA,,NA,
2274,NA,,NA,
2275,NA,,letronica,
2276,NA,,letronica,
2277,NA,,letronica,
2278,NA,,NA,
2279,NA,,NA,
2280,NA,,NA,
2281,NA,,NA,
2282,NA,,NA,
2283,NA,,data,
2284,NA,,data,
2285,NA,,data,
2286,NA,,data,
2287,NA,,data,
2288,NA,,data,
2289,NA,,letronica,
2290,NA,,NA,
2291,NA,,top,
2292,NA,,NA,
2293,NA,,NA,
2294,NA,,NA,
2295,NA,,NA,
2296,NA,,NA,
2297,NA,,design automation for embedded systems,
2298,NA,,international journal of agricultural and environmental information systems,
2299,NA,,international journal of agricultural and environmental information systems,
2300,NA,,revista brasileira de biometria,
2301,NA,,revista eletronica de iniciacao cientifica,
