,conferencias,qualis_conferencias,periodicos,qualis_periodicos
3403,NA,,NA,
3404,NA,,NA,
3405,NA,,NA,
3406,NA,,NA,
3407,NA,,NA,
3408,NA,,NA,
3409,NA,,NA,
3410,NA,,NA,
3411,NA,,letronica,
3412,NA,,NA,
3413,NA,,NA,
3414,NA,,NA,
3415,NA,,NA,
3416,NA,,NA,
3417,NA,,NA,
3418,NA,,NA,
3419,NA,,NA,
3420,NA,,NA,
3421,NA,,NA,
3422,NA,,NA,
3423,NA,,NA,
3424,NA,,NA,
3425,NA,,NA,
3426,NA,,NA,
3427,NA,,letronica,
3428,NA,,letronica,
3429,NA,,letronica,
3430,NA,,NA,
3431,NA,,NA,
3432,NA,,NA,
3433,NA,,NA,
3434,NA,,NA,
3435,NA,,data,
3436,NA,,data,
3437,NA,,data,
3438,NA,,data,
3439,NA,,data,
3440,NA,,data,
3441,NA,,letronica,
3442,NA,,NA,
3443,NA,,top,
3444,NA,,NA,
3445,NA,,NA,
3446,NA,,NA,
3447,NA,,NA,
3448,NA,,NA,
3449,NA,,international journal of high performance systems architecture,
3450,NA,,international journal of agricultural and environmental information systems,
3451,NA,,international journal of agricultural and environmental information systems,
3452,NA,,revista brasileira de biometria,
3453,NA,,revista eletronica de iniciacao cientifica,
3454,NA,,journal of parallel and distributed computing,
3455,NA,,computer,
3456,NA,,design automation for embedded systems,
3457,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
3458,NA,,computer,
3459,NA,,computer,
3460,NA,,international journal of high performance systems architecture,
3461,NA,,NA,
3462,NA,,NA,
3463,NA,,NA,
3464,NA,,NA,
3465,simposio em sistemas computacionais de alto desempenho,,NA,
3466,simposio em sistemas computacionais de alto desempenho,,NA,
3467,international symposium on computer architecture,,computer,
3468,simposio em sistemas computacionais de alto desempenho,,NA,
3469,NA,,NA,
3470,international symposium on computer architecture,,computer,
3471,workshop on applications for multi-core architectures,,computer,
3472,ieee international system-on-chip conference,,NA,
3473,simposio em sistemas computacionais de alto desempenho,,NA,
3474,NA,,NA,
3475,ieee frontiers in education conference,,computer,
3476,ieee frontiers in education conference,,computer,
3477,simposio em sistemas computacionais de alto desempenho,,NA,
3478,NA,,NA,
3479,NA,,NA,
3480,NA,,NA,
3481,NA,,NA,
3482,NA,,computer,
3483,simposio brasileiro de pesquisa operacional,,NA,
3484,international conference on industry applications,,NA,
3485,brazilian symposium on programming languages,,NA,
3486,NA,,NA,
3487,NA,,NA,
3488,NA,,NA,
3489,brazilian symposium on programming languages,,NA,
3490,simposio brasileiro de pesquisa operacional,,NA,
3491,NA,,NA,
3492,NA,,NA,
3493,simposio brasileiro de pesquisa operacional,,NA,
3494,NA,,NA,
3495,international workshop,,NA,
3496,NA,,NA,
3497,international conference on parallel and distributed processing techniques and applications,,NA,
3498,NA,,NA,
3499,NA,,NA,
3500,NA,,performance evaluation,
3501,NA,,NA,
3502,simposio brasileiro de pesquisa operacional,,NA,
3503,NA,,NA,
3504,NA,,NA,
3505,NA,,NA,
3506,NA,,NA,
3507,NA,,NA,
3508,NA,,NA,
3509,NA,,NA,
3510,NA,,NA,
3511,NA,,NA,
3512,NA,,NA,
3513,NA,,NA,
3514,NA,,letronica,
3515,NA,,statistical methodology,
3516,NA,,NA,
3517,NA,,NA,
3518,NA,,NA,
3519,NA,,NA,
3520,NA,,NA,
3521,NA,,NA,
3522,NA,,NA,
3523,NA,,NA,
3524,NA,,NA,
3525,NA,,NA,
3526,NA,,NA,
3527,NA,,NA,
3528,NA,,NA,
3529,NA,,NA,
3530,NA,,NA,
3531,NA,,NA,
3532,NA,,NA,
3533,NA,,NA,
3534,NA,,NA,
3535,NA,,NA,
3536,"ieee international conference on electronics, circuits and systems",,NA,
3537,NA,,NA,
3538,NA,,NA,
3539,NA,,NA,
3540,NA,,NA,
3541,NA,,NA,
3542,NA,,NA,
3543,NA,,NA,
3544,NA,,NA,
3545,NA,,NA,
3546,NA,,NA,
3547,NA,,NA,
3548,NA,,NA,
3549,NA,,NA,
3550,NA,,NA,
3551,NA,,data,
3552,NA,,data,
3553,NA,,data,
3554,NA,,data,
3555,NA,,data,
3556,NA,,data,
3557,NA,,letronica,
3558,NA,,top,
3559,NA,,participacao,
3560,NA,,participacao,
3561,NA,,participacao,
3562,NA,,participacao,
3563,NA,,participacao,
3564,NA,,participacao,
3565,NA,,participacao,
3566,NA,,participacao,
3567,NA,,participacao,
3568,NA,,participacao,
3569,NA,,participacao,
3570,NA,,participacao,
3571,NA,,participacao,
3572,NA,,participacao,
3573,NA,,participacao,
3574,NA,,participacao,
3575,NA,,participacao,
3576,NA,,participacao,
3577,NA,,participacao,
3578,NA,,participacao,
3579,NA,,participacao,
3580,NA,,participacao,
3581,NA,,participacao,
3582,NA,,participacao,
3583,NA,,participacao,
3584,NA,,participacao,
3585,NA,,participacao,
3586,NA,,participacao,
3587,NA,,participacao,
3588,NA,,participacao,
3589,NA,,participacao,
3590,NA,,participacao,
3591,NA,,NA,
3592,NA,,letronica,
3593,NA,,NA,
3594,NA,,NA,
3595,NA,,NA,
3596,NA,,NA,
3597,NA,,NA,
3598,NA,,NA,
3599,NA,,NA,
3600,NA,,NA,
3601,ieee international system-on-chip conference,,NA,
3602,ieee international symposium on rapid system prototyping,,NA,
3603,NA,,NA,
3604,NA,,NA,
3605,NA,,NA,
3606,international conference on industry applications,,NA,
3607,NA,,NA,
3608,NA,,NA,
3609,NA,,NA,
3610,NA,,NA,
3611,NA,,NA,
3612,international symposium on computer architecture,,computer,
3613,NA,,NA,
3614,NA,,NA,
3615,simposio brasileiro de pesquisa operacional,,NA,
3616,NA,,NA,
3617,international symposium on computer architecture,,computer,
3618,NA,,NA,
3619,NA,,NA,
3620,NA,,NA,
3621,international workshop,,NA,
3622,NA,,NA,
3623,NA,,inteligencia artificial,
3624,NA,,NA,
3625,NA,,NA,
3626,NA,,NA,
3627,NA,,NA,
3628,NA,,NA,
3629,NA,,NA,
3630,NA,,NA,
3631,NA,,NA,
3632,NA,,NA,
3633,NA,,NA,
3634,NA,,NA,
3635,NA,,NA,
3636,international symposium on computer architecture,,computer,
3637,NA,,NA,
3638,NA,,NA,
3639,NA,,NA,
3640,NA,,NA,
3641,NA,,NA,
3642,NA,,NA,
3643,NA,,NA,
3644,NA,,NA,
3645,NA,,NA,
3646,NA,,NA,
3647,NA,,NA,
3648,NA,,NA,
3649,NA,,NA,
3650,NA,,NA,
3651,NA,,NA,
3652,NA,,NA,
3653,NA,,NA,
3654,NA,,NA,
3655,NA,,NA,
3656,NA,,NA,
3657,NA,,NA,
3658,NA,,NA,
3659,NA,,NA,
3660,NA,,NA,
3661,NA,,NA,
3662,NA,,NA,
3663,NA,,NA,
3664,NA,,NA,
3665,NA,,NA,
3666,NA,,NA,
3667,NA,,NA,
3668,NA,,NA,
3669,NA,,NA,
3670,NA,,NA,
3671,NA,,NA,
3672,NA,,NA,
3673,NA,,NA,
3674,NA,,NA,
3675,NA,,NA,
3676,NA,,NA,
3677,NA,,NA,
3678,NA,,NA,
3679,NA,,NA,
3680,NA,,NA,
3681,NA,,NA,
3682,NA,,NA,
3683,NA,,NA,
3684,NA,,NA,
3685,NA,,NA,
3686,NA,,NA,
3687,NA,,NA,
3688,NA,,NA,
3689,NA,,NA,
3690,NA,,NA,
3691,NA,,NA,
3692,NA,,NA,
3693,NA,,NA,
3694,NA,,NA,
3695,NA,,NA,
3696,NA,,NA,
3697,NA,,NA,
3698,NA,,NA,
3699,NA,,letronica,
3700,NA,,NA,
3701,NA,,NA,
3702,NA,,NA,
3703,NA,,NA,
3704,NA,,NA,
3705,NA,,NA,
3706,NA,,NA,
3707,NA,,NA,
3708,NA,,NA,
3709,NA,,NA,
3710,NA,,NA,
3711,NA,,NA,
3712,NA,,NA,
3713,NA,,NA,
3714,NA,,NA,
3715,NA,,letronica,
3716,NA,,letronica,
3717,NA,,letronica,
3718,NA,,NA,
3719,NA,,NA,
3720,NA,,NA,
3721,NA,,NA,
3722,NA,,NA,
3723,NA,,data,
3724,NA,,data,
3725,NA,,data,
3726,NA,,data,
3727,NA,,data,
3728,NA,,data,
3729,NA,,letronica,
3730,NA,,NA,
3731,NA,,top,
3732,NA,,NA,
3733,NA,,NA,
3734,NA,,NA,
3735,NA,,NA,
3736,NA,,NA,
